ProteinID,feature,corr,p-value,q-value
MK08,MK08,0.06329756696224173,0.6725247870793741,0.7780188713271191
DDRGK,DDRGK,0.06259818241455012,0.6658399390161653,0.7728978565869721
FA98B,FA98B,0.06220650918114062,0.6613154165978232,0.7708646269460949
RRP1,RRP1,0.06127576058760653,0.6660827681929447,0.7728978565869721
SYSM,SYSM,0.060934774426203556,0.6678326122931297,0.7740481334507447
VATH,VATH,0.05993063885638842,0.6825010447086804,0.7869048272052201
Q5T5C7,Q5T5C7,0.05945210982869678,0.6754614976918918,0.7802394107374714
STX4,STX4,0.0580374495642613,0.6827707464212177,0.7869048272052201
ALG1,ALG1,0.05770080930991814,0.6845143830218682,0.7883221197864457
SDE2,SDE2,0.05689736989854105,0.6886823975501353,0.7913399234770844
A0A1W2PS05,A0A1W2PS05,0.05665648172625597,0.7052358207758852,0.8037382979719226
FABD,FABD,0.05648566576662408,0.6998667454122505,0.7994010331067701
REEP4,REEP4,0.05605928988575482,0.7113525607403831,0.8089064701080413
H1X,H1X,0.05537422584978805,0.696609156749571,0.7974615272043596
AN32A,AN32A,0.053242997513103844,0.7077544837506795,0.8060099317546714
SUOX,SUOX,0.0515328993541981,0.7167417404188918,0.8132262054752811
NOP16,NOP16,0.050747235289304526,0.7208835957767665,0.8167174563674741
RM17,RM17,0.04940175555564235,0.7360483170705218,0.8271781087078245
WIPF2,WIPF2,0.04913343563434215,0.7294160380578683,0.8216249713356168
RS4X,RS4X,0.049117560257762836,0.7295001375222361,0.8216249713356168
H0Y886,H0Y886,0.047617263784832546,0.7506082687073159,0.835796077952977
ECH1,ECH1,0.04728499697021738,0.7392290738133932,0.8289308473901646
A0A0U1RQK7,A0A0U1RQK7,0.0468274912257645,0.7546150008304792,0.8388256603434456
CA174,CA174,0.046730796056522764,0.752459044158631,0.8370356589842929
DECR,DECR,0.04645338005137586,0.7436575545094777,0.8329787730316321
ATP5L,ATP5L,0.046301357559204004,0.744467990760344,0.8329787730316321
URGCP,URGCP,0.04559921755684721,0.7608590313435798,0.844542513806839
ATPO,ATPO,0.04520956553282536,0.7502963793829707,0.835796077952977
BUB1,BUB1,0.04511537313416579,0.7507998666357251,0.835796077952977
NOP53,NOP53,0.04422806819727976,0.7678471870383294,0.8504531299038248
ZMY11,ZMY11,0.04416568607621634,0.7582824673900276,0.8422920383608272
C9JJ19,C9JJ19,0.042628980948741395,0.7760201007323839,0.8570808628770253
A0A096LPI6,A0A096LPI6,0.040704938924628634,0.7858856366499999,0.8652108913788963
WDR70,WDR70,0.03994532570412619,0.7785878037707978,0.85924725970101
KNOP1,KNOP1,0.03936030484913926,0.7817502506849747,0.8614977618899076
DDB1,DDB1,0.038490753775063384,0.7864572403437153,0.8652108913788963
KPBB,KPBB,0.03695156079229396,0.8009872941349604,0.8770267731641893
UBR4,UBR4,0.03300100641777927,0.8163423359260872,0.8893956983740183
MBD1,MBD1,0.032305512249284726,0.8201479737678009,0.8929077301347101
SMG9,SMG9,0.03217618459203199,0.8208560907461775,0.8930448533366214
VP26A,VP26A,0.03153332791362867,0.824378060574792,0.8956061932873449
TIDC1,TIDC1,0.030705774432481524,0.8289169580363934,0.8987534558107699
CREL2,CREL2,0.030441176641506945,0.8355137014098291,0.8994231705001248
IGBP1,IGBP1,0.029958095936475037,0.8330225354964211,0.8990459873003173
SAP3,SAP3,0.029937321596634203,0.838199507596167,0.8997886946483696
CND2,CND2,0.029027195046669802,0.8381403714454633,0.8997886946483696
MSL1,MSL1,0.028493647385786407,0.841076679300043,0.9017220425594435
TCPD,TCPD,0.028475576317056224,0.8411761687761171,0.9017220425594435
RENT1,RENT1,0.02801096883502091,0.8437348850934593,0.9038333196462056
RT11,RT11,0.027436378931999107,0.8515572535329875,0.9096271139359776
SPRE,SPRE,0.02684259575638075,0.8501764391284844,0.9094634990398153
SCC4,SCC4,0.02652974434567262,0.8564100664595287,0.9119095204271619
MTX2,MTX2,0.02638511940286243,0.8527012971577156,0.9096271139359776
LYRM7,LYRM7,0.02601895569741107,0.8547232477377893,0.9111504253160311
GUAA,GUAA,0.025437045028954365,0.8579384488572981,0.9120990752657249
E2AK2,E2AK2,0.02539467047947307,0.8581726687120453,0.9120990752657249
COX17,COX17,0.025212328127892317,0.85918068041654,0.9120990752657249
ACO13,ACO13,0.02467279309782367,0.8663657295635543,0.9171877357836385
TOIP1,TOIP1,0.024288774959946833,0.8698367077266087,0.9202272480362881
PRPK,PRPK,0.02331947449257655,0.8736343069906313,0.9217022193422478
SNG2,SNG2,0.022656336975320462,0.8771997805191185,0.9233671181528447
IMB1,IMB1,0.021874830920779804,0.8776685174317086,0.9233671181528447
MK67I,MK67I,0.021639679845592286,0.878973682485764,0.9235244033788781
AB17A,AB17A,0.0211647942065809,0.8828035270774093,0.9262794873712351
DOCK7,DOCK7,0.021112179342613863,0.8819026373070097,0.9259675876994886
OSGP2,OSGP2,0.01942416506339081,0.8946113696723845,0.9373865034681953
RT10,RT10,0.019360562132859742,0.8916395458713005,0.9349111848028536
DHSO,DHSO,0.01801264768796002,0.8991432249532815,0.9402083892831178
RT31,RT31,0.017756011976912275,0.9005728969957572,0.9405982551248134
NUBP2,NUBP2,0.01647688814313355,0.9077032462278622,0.944918545506897
CNDD3,CNDD3,0.016363950707275567,0.9083331596984713,0.944918545506897
IPO9,IPO9,0.016288403889484878,0.9087545565917488,0.944918545506897
CDC27,CDC27,0.01596106044756006,0.9105807503991724,0.9457216459799123
Q5JWT2,Q5JWT2,0.015591090180362543,0.9126453031230684,0.9465841074988417
S10AA,S10AA,0.014363768851367583,0.9194981704247636,0.9511194830961479
UQCC2,UQCC2,0.014322090507200817,0.9221931657446408,0.951297487120954
BIRC6,BIRC6,0.013982830031565752,0.921626382101371,0.951297487120954
GCP3,GCP3,0.013867826878743252,0.9222689841244963,0.951297487120954
F118B,F118B,0.013807177714587905,0.9233911071206653,0.951297487120954
E7ESZ7,E7ESZ7,0.013751062152184898,0.9269059942584867,0.9529985222469964
J3QLS3,J3QLS3,0.01358053594435922,0.9278100202856641,0.9532890630396575
BUB1B,BUB1B,0.01225943272832666,0.9312611654358361,0.9561118944686533
RNZ2,RNZ2,0.012050976599148073,0.9324272451923764,0.9561118944686533
RRP7A,RRP7A,0.01197062544462734,0.9349377069024354,0.9574061698186488
RMP,RMP,0.011826621381944619,0.9357187415098946,0.9575667441468835
COA1,COA1,0.010019358711130046,0.946113601303315,0.9669142334438943
MOCS3,MOCS3,0.009153906709983773,0.9486466052063026,0.9682128359191405
CQ080,CQ080,0.00882221708927685,0.9520262831275466,0.9700155043777817
A0A0C4DFM7,A0A0C4DFM7,0.00855718657520925,0.954476368035376,0.9709328571394342
TOX4,TOX4,0.008387825878428469,0.9529392600132174,0.9700155043777817
ANKL2,ANKL2,0.008387297758284428,0.9529422197505326,0.9700155043777817
SMC2,SMC2,0.007167579080262581,0.9597794723706415,0.9750342454414331
LTMD1,LTMD1,0.007163554512869555,0.9614589071550833,0.9760939533923877
APC7,APC7,0.006439913316743229,0.9638598721362678,0.9778842882652347
HSP7C,HSP7C,0.006119223857372295,0.9656584419970476,0.9784148282849876
PSB5,PSB5,0.004989647831969708,0.9719948994116124,0.9835357359481619
RS3,RS3,0.004421446087058317,0.9751829501669375,0.98546155833734
TSYL1,TSYL1,0.004152605554739444,0.9766914902591001,0.9863258808781847
TSN6,TSN6,0.0037569148510041713,0.9789119680197418,0.9863258808781847
D6REA1,D6REA1,0.0023909444171657246,0.9872741893373814,0.9905026857053911
A0A087WYL7,A0A087WYL7,0.002225263514144541,0.9881559616500277,0.9907393759288514
A0A0C4DG49,A0A0C4DG49,0.0018129179879261808,0.9903505691477696,0.9916434550082759
E7ESC6,E7ESC6,0.0006640465977661146,0.996465475851404,0.996465475851404
RECQ5,RECQ5,-0.0014082112766245348,0.9923380300185933,0.992985347715931
USP9X,USP9X,-0.0018857043130016508,0.9894144122635554,0.9913531733587813
GRHPR,GRHPR,-0.0025962122215371433,0.985426277086378,0.9892957519964031
PRAF1,PRAF1,-0.0029408622058588203,0.9838287059727764,0.9883387262359128
NUDT8,NUDT8,-0.0033743992023980082,0.9816414464739434,0.9867876663768211
NDUS5,NDUS5,-0.003466978161831398,0.9805390927895904,0.9863258808781847
DBLOH,DBLOH,-0.0035456458065313418,0.9800976019124092,0.9863258808781847
DNS2A,DNS2A,-0.0036519060954217503,0.9801319496780494,0.9863258808781847
RBX1,RBX1,-0.0036792982262783963,0.9801992907866975,0.9863258808781847
XRCC5,XRCC5,-0.004022538231659111,0.9774213640532594,0.9863258808781847
G3V325,G3V325,-0.004893431576201555,0.9733795975643869,0.98428760887526
RPE,RPE,-0.0050219935645736645,0.9718134274473768,0.9835357359481619
FMT,FMT,-0.00634924125454403,0.9654641917832836,0.9784148282849876
H10,H10,-0.007366467408008331,0.9586643756334877,0.9745468205578331
PUF60,PUF60,-0.00894116920741736,0.9513802119065989,0.9700155043777817
LIS1,LIS1,-0.009369690735397307,0.9474377373008269,0.9676228289077686
TOM1,TOM1,-0.009616885762915263,0.9460530426387839,0.9669142334438943
HINT2,HINT2,-0.011902281925662339,0.9332591122762547,0.9563256367613725
KI20A,KI20A,-0.012124195350903755,0.9320176517177772,0.9561118944686533
NAA35,NAA35,-0.013445863443737851,0.925390104569652,0.952078082099159
AGAP3,AGAP3,-0.01388723184956346,0.9245486645095156,0.9518507727232194
GSK3B,GSK3B,-0.014364696316747472,0.9228033415594448,0.951297487120954
IBTK,IBTK,-0.014770279739428457,0.9215046633931121,0.951297487120954
HSP7E,HSP7E,-0.01546551578315877,0.9133461791831228,0.9466709722073718
H3BQK0,H3BQK0,-0.015736511468950047,0.9163873547462585,0.9485412970180571
A0A5F9ZH11,A0A5F9ZH11,-0.015842921250002667,0.9158239933524112,0.9485412970180571
CYFP1,CYFP1,-0.016210073228343697,0.9091915079323207,0.944918545506897
P121C,P121C,-0.01631889445445331,0.9123398809919117,0.9465841074988417
PLAP,PLAP,-0.016551505614583795,0.9072870948794711,0.944918545506897
BAG1,BAG1,-0.016607295081204346,0.9069759658800886,0.944918545506897
GSK3A,GSK3A,-0.017570868365705327,0.901604493739176,0.9408580227182964
RBGP1,RBGP1,-0.018422290823297473,0.8968618349625544,0.9384625203496306
HIBCH,HIBCH,-0.01854927343766953,0.89615480867088,0.938362782594628
THTM,THTM,-0.018694626963408952,0.9007423968568129,0.9405982551248134
TBA4A,TBA4A,-0.02177509403729628,0.8782220504465452,0.9233671181528447
IF4A3,IF4A3,-0.021792152886556775,0.8781273708771169,0.9233671181528447
NSRP1,NSRP1,-0.02278750736578652,0.8726059503911269,0.921616616867837
NDUBB,NDUBB,-0.022884040267384994,0.8720707796926591,0.921616616867837
NDUAC,NDUAC,-0.0230893620578256,0.8762129271469545,0.9233671181528447
SIN1,SIN1,-0.02344635816874228,0.8729523756903307,0.921616616867837
AHSA1,AHSA1,-0.02489912356871932,0.8609126337350437,0.9126212807937186
FYCO1,FYCO1,-0.025260967288897932,0.8589117751156811,0.9120990752657249
A0A5F9ZHB6,A0A5F9ZHB6,-0.026156237773801556,0.8614573758730799,0.9126212807937186
A0A0C4DGG9,A0A0C4DGG9,-0.026423009201351894,0.8600583770339179,0.9123994124274066
TAP26,TAP26,-0.02648974966039145,0.8566242626698437,0.9119095204271619
JAK1,JAK1,-0.02724570505320099,0.8525774009165594,0.9096271139359776
SCO2,SCO2,-0.027349661856008574,0.8520211793550129,0.9096271139359776
CDC20,CDC20,-0.027374475634815397,0.8472428140101611,0.9069577646138082
ANX11,ANX11,-0.02901840069161402,0.8381887524012992,0.8997886946483696
ANM5,ANM5,-0.02952976099525759,0.8353765639257373,0.8994231705001248
NCKP1,NCKP1,-0.029888470783278474,0.8334050807959916,0.8990459873003173
LRC40,LRC40,-0.030027344675620078,0.8326420963717645,0.8990459873003173
KIF4A,KIF4A,-0.030137306225376234,0.8320380670923044,0.8990459873003173
INT12,INT12,-0.030173729536709375,0.8369391027467113,0.8997886946483696
BACD3,BACD3,-0.0304948883048659,0.8300745011718447,0.8987534558107699
MK14,MK14,-0.031010506905490516,0.834265550428248,0.8993417809957361
HDHD1,HDHD1,-0.031087164449483635,0.832072972133139,0.8990459873003173
OXSM,OXSM,-0.031438216215125755,0.830204463418423,0.8987534558107699
STAU1,STAU1,-0.03165310406232318,0.8290611585836842,0.8987534558107699
SIM12,SIM12,-0.03206692331057001,0.8268604334017644,0.8976673070334795
HERC2,HERC2,-0.03289391048420502,0.8224664031520812,0.8941626239796546
TACC2,TACC2,-0.034090346865375924,0.8103900939929829,0.8841667170592005
UIMC1,UIMC1,-0.03443475663842795,0.8142938795121555,0.887794464230026
TPPC8,TPPC8,-0.035062834433828335,0.8050853019731684,0.8790041659977511
MET16,MET16,-0.0354839872149722,0.8027906508374841,0.8773399333618703
CG050,CG050,-0.03555034649460727,0.802429242042522,0.8773399333618703
TCF20,TCF20,-0.035815352320218236,0.8009863650494756,0.8770267731641893
WDR1,WDR1,-0.036191959496697956,0.7989369854551192,0.8760324057813815
TOM22,TOM22,-0.03657228437971877,0.8029890915515423,0.8773399333618703
RAI14,RAI14,-0.03723494556881061,0.793268423971522,0.8704390288786228
HEXI1,HEXI1,-0.03795472152887386,0.789362636887708,0.8667732891809191
TF3C4,TF3C4,-0.03832123539546352,0.7873757525195171,0.8652108913788963
IKKA,IKKA,-0.03961498528601852,0.7869661914689233,0.8652108913788963
THOP1,THOP1,-0.039759622442351254,0.7795912773891257,0.8597361750646433
NFU1,NFU1,-0.040412296047284316,0.7760660485894317,0.8570808628770253
RRBP1,RRBP1,-0.04183644547228324,0.7729852307125813,0.8549094044074259
SMRD1,SMRD1,-0.04246767062793706,0.7649940326747802,0.8479052356380873
ZCRB1,ZCRB1,-0.04250225460024203,0.771841968589477,0.8542608800983099
TR61B,TR61B,-0.044212044969270135,0.7629246689907914,0.8462230240288314
SMU1,SMU1,-0.045415372352084704,0.7491966378836865,0.835796077952977
PRP8,PRP8,-0.045885580562130324,0.7466859091857531,0.8342433974442427
HS90B,HS90B,-0.04602770596741944,0.7459275263380318,0.8340035170572455
CATL2,CATL2,-0.04675450428457586,0.7497210641514266,0.835796077952977
PPP6,PPP6,-0.047573855511491736,0.7376928119291358,0.8284193071005083
WDFY3,WDFY3,-0.048306939138951135,0.7443875507367517,0.8329787730316321
TOP3A,TOP3A,-0.04885919032624865,0.7388441778022924,0.8289308473901646
UBP47,UBP47,-0.04922164201153244,0.7289488241934132,0.8216249713356168
KI20B,KI20B,-0.049387199269267,0.7280721597607507,0.8216249713356168
Z512B,Z512B,-0.0502154142362982,0.7236917656145151,0.8186896522512287
SNX17,SNX17,-0.050227584010027915,0.7236274651692838,0.8186896522512287
ACOT8,ACOT8,-0.05044337937389042,0.7306902845893601,0.8223616262363012
TACO1,TACO1,-0.051027746354277655,0.727689885928758,0.8216249713356168
A0A1B0GW23,A0A1B0GW23,-0.05111730953416689,0.7329310133131202,0.8242787202509724
EST2,EST2,-0.0511628548523247,0.7186915391688304,0.8148357879416008
AAPK1,AAPK1,-0.051801467784046026,0.7153277480042914,0.8122226243068712
G3V5T9,G3V5T9,-0.0525029410172076,0.7259698410207799,0.8206615594147947
XPO2,XPO2,-0.0530495581194753,0.7087691348722366,0.8065666564495629
TSR1,TSR1,-0.05409393891675854,0.70329701900275,0.8021246298514635
RL3,RL3,-0.05481705956448932,0.699516864009862,0.7994010331067701
CFA20,CFA20,-0.05482209457685025,0.7143678535490808,0.8117335461809555
RS16,RS16,-0.055052245882798896,0.6982889631910562,0.7987884187435348
AT5F1,AT5F1,-0.05574904216804196,0.694655513097433,0.7958189373349233
SMAD4,SMAD4,-0.05581030347098048,0.6943363891707568,0.7958189373349233
IF4E2,IF4E2,-0.05612923627740274,0.7016723480697643,0.8008670996570078
KPRB,KPRB,-0.05642872828605852,0.6911178251745955,0.7934478728783687
CYTB,CYTB,-0.0569945231536076,0.6881779037742735,0.7913399234770844
CREL1,CREL1,-0.05813136305493796,0.6915513729063748,0.7934478728783687
RETST,RETST,-0.05819819443776891,0.681938742338812,0.7869048272052201
ECHM,ECHM,-0.059519173944966655,0.675115720716358,0.7802394107374714
CTRO,CTRO,-0.06019436517899057,0.6877397266881279,0.7913399234770844
ABCF2,ABCF2,-0.060312001383833816,0.6710330242737436,0.7768789881025832
RM54,RM54,-0.06088595854667962,0.6680832651165489,0.7740481334507447
NU188,NU188,-0.06148081141337655,0.6650313528326045,0.7728978565869721
DNMT1,DNMT1,-0.062212983917948654,0.6612822989274454,0.7708646269460949
PSMD3,PSMD3,-0.06247466456009657,0.6599443656176187,0.7704373339858654
CKAP5,CKAP5,-0.06272934257710631,0.658643247325496,0.770090504113804
ODO2,ODO2,-0.0629424185230246,0.6575554380128471,0.7694050662942086
U119B,U119B,-0.06346286093907468,0.6648629362866412,0.7728978565869721
HS105,HS105,-0.06533473990072025,0.662606095913472,0.7717826508210068
ZDH17,ZDH17,-0.06567736783331417,0.6470261917074261,0.7607472543603832
A0A140TA86,A0A140TA86,-0.06594897496391024,0.6596265642178417,0.7704373339858654
STX8,STX8,-0.0662803630550466,0.6406073207588785,0.7570813790786746
NDUF2,NDUF2,-0.06644709846692651,0.6572140890069215,0.7694050662942086
RABL6,RABL6,-0.06714928280383273,0.636224662193252,0.7548094600189085
TANK,TANK,-0.06906882043975972,0.6372377675160347,0.754843811096214
MTRR,MTRR,-0.06925810370741399,0.6399646137571058,0.7569049479594451
PNPO,PNPO,-0.06945403634139731,0.6246599191046855,0.7445004158354301
IPP2,IPP2,-0.06968563867753486,0.6235026698637068,0.7437426870691495
CSN7A,CSN7A,-0.06990984590414571,0.6223832296622089,0.7429851161881934
AFG2H,AFG2H,-0.0703103104571622,0.6386226743097622,0.7559006036968944
PRS4,PRS4,-0.07059152685508809,0.6189848825542607,0.7406574179705427
E7ETY2,E7ETY2,-0.07069633212874679,0.6367767394013883,0.754843811096214
SUV92,SUV92,-0.07082086499776581,0.6287008832819556,0.7471660763476377
PRDX3,PRDX3,-0.0724486467024345,0.6097668280037589,0.7319110439419141
TYDP1,TYDP1,-0.07295931596883419,0.6183460537208474,0.7404706060950663
EIF3B,EIF3B,-0.07370061337070204,0.6035861206435211,0.7267669615911785
ZZEF1,ZZEF1,-0.07540964883049864,0.5951933565935248,0.7186915241781988
TF65,TF65,-0.0758906138833942,0.6121533343822512,0.7342011062880166
FXR2,FXR2,-0.07647149418746971,0.5900049886209513,0.7166925544241467
RT27,RT27,-0.0767694915428704,0.5885525591077982,0.7159711543785586
UBR1,UBR1,-0.07700720022346755,0.5873951241266957,0.7151302542939295
NHLC2,NHLC2,-0.0772819217761248,0.5860587425614643,0.7150051980306976
BGAL,BGAL,-0.07758466400111735,0.5845876407210835,0.7141702177689261
RASA1,RASA1,-0.0781640025574015,0.6015060442117048,0.7248313211474904
XPO4,XPO4,-0.07857438566859033,0.5797899925172867,0.7092486830315134
VCIP1,VCIP1,-0.07861784939131251,0.5795797144242296,0.7092486830315134
A0A087X256,A0A087X256,-0.07954193736960317,0.5950921393098048,0.7186915241781988
SMG5,SMG5,-0.07961200441375056,0.5866053142073617,0.7150051980306976
PI3R4,PI3R4,-0.08002727636218583,0.5727797721138672,0.706740747361993
OSBL5,OSBL5,-0.08177893695839918,0.5847443243270999,0.7141702177689261
SELS,SELS,-0.08239535528596065,0.5614381340202648,0.6969452233533268
APAF,APAF,-0.0833645357265289,0.5568269352733872,0.6921981513041945
CIA30,CIA30,-0.08344251628292379,0.5564566961504409,0.6921981513041945
CND3,CND3,-0.08349774845496385,0.5561945331250642,0.6921981513041945
ARHGH,ARHGH,-0.08452737633329842,0.5553662384215546,0.6920648332564295
FOCAD,FOCAD,-0.08461381156355248,0.550909624358999,0.6886179485751591
J3KN16,J3KN16,-0.08529446193436754,0.5686479079139316,0.7034724925322348
TAOK1,TAOK1,-0.08583142295710053,0.5451713184907101,0.6832457537293704
TNPO3,TNPO3,-0.08590214693744291,0.5615542999118069,0.6969452233533268
CWC27,CWC27,-0.08592379343787752,0.5447371759593918,0.6832457537293704
A0A0A0MTH9,A0A0A0MTH9,-0.0860484159122792,0.5652226496363861,0.7003647371100293
IMA5,IMA5,-0.08631262064935198,0.5429115106731004,0.681674090010241
GCP2,GCP2,-0.08666601116000668,0.5412547997570172,0.6805613629731675
GAPD1,GAPD1,-0.08691082860442384,0.5401085217638123,0.680235199003028
LDB1,LDB1,-0.08765313874623376,0.5492482644626393,0.6872323309018668
RS23,RS23,-0.08833225915468998,0.5334764990687813,0.6741824753603612
VATC1,VATC1,-0.08841145575977138,0.5331081657981551,0.6741824753603612
WDR44,WDR44,-0.0885278784753845,0.5325669251581006,0.6741824753603612
UBE3C,UBE3C,-0.08896747272173244,0.530525718450999,0.673140158894816
MET15,MET15,-0.08954872367762505,0.5406103433295844,0.680308668308107
LLPH,LLPH,-0.08974580708069019,0.5397160481423635,0.680235199003028
CARM1,CARM1,-0.0912814921167886,0.5198447273431384,0.6628776489978173
ARF3,ARF3,-0.09267399301847859,0.5134695111080861,0.6563851916998368
E9PFW3,E9PFW3,-0.09270505875560214,0.535404701632833,0.6759759772055686
PIPNA,PIPNA,-0.09277821326246606,0.5129939575630601,0.6563242125952745
TAF1,TAF1,-0.09417753109996296,0.519797759213224,0.6628776489978173
TIGAR,TIGAR,-0.09478206493109732,0.5171094320638979,0.660487817473788
SBP2L,SBP2L,-0.09480848923826211,0.5215328453603708,0.6639264604006713
ZMIZ1,ZMIZ1,-0.09505085520158656,0.5204639415736363,0.6631160185830216
A0A087WYN9,A0A087WYN9,-0.09509555825879049,0.5248869062976086,0.6676422174631274
RAF1,RAF1,-0.09544405041570576,0.5052625097419748,0.6491396063184166
PELO,PELO,-0.095516004331115,0.5005816771778705,0.6458303555852425
KS6A5,KS6A5,-0.09579918391244951,0.49930670234560093,0.6452708352132703
NXN,NXN,-0.0969050106269925,0.49434394176112173,0.641017418986949
A0A0A0MTN0,A0A0A0MTN0,-0.09808382503667944,0.5118844127214068,0.6559097223950686
TPC13,TPC13,-0.09835789639621724,0.5059888344598747,0.6495287632313371
NUP85,NUP85,-0.09871309363687644,0.48628501785941636,0.6325352058433851
MELK,MELK,-0.09874970449459981,0.48612255193617837,0.6325352058433851
SYTC2,SYTC2,-0.10007867426740806,0.4985387804364561,0.6448216603621616
OGT1,OGT1,-0.10017032951543958,0.47984036575020267,0.6280504445911356
ACDSB,ACDSB,-0.100571787802547,0.47807287987356367,0.6273428551976447
2A5D,2A5D,-0.10134707375504391,0.4746693473128144,0.6244792270822104
RS9,RS9,-0.10172017087639854,0.47303604842122804,0.6228646337151621
CSK22,CSK22,-0.10275052267322611,0.4685411191535551,0.6190715562287282
RHOG,RHOG,-0.10277062161329642,0.46845366573188224,0.6190715562287282
ZNT9,ZNT9,-0.10290402961015237,0.467873410226036,0.6190715562287282
PP6R2,PP6R2,-0.10346135883549963,0.4792960192560101,0.6278736921765324
PACS1,PACS1,-0.10358627390150973,0.46491204683781245,0.6174676016010426
CPIN1,CPIN1,-0.10362840290018889,0.46472951282423447,0.6174676016010426
UBA3,UBA3,-0.10592585532436899,0.45483400134501506,0.6093583913216184
TM205,TM205,-0.10612734552536453,0.47280564607623843,0.6228646337151621
RAB18,RAB18,-0.1062172882775449,0.4535870317850254,0.6087510995260096
CHD3,CHD3,-0.10698389737286432,0.45031584860855056,0.6064833290303042
SNX3,SNX3,-0.10794090592940246,0.44625046583161876,0.6024142652887255
A0A0A0MQX1,A0A0A0MQX1,-0.10796956259259596,0.4700571989874459,0.6205320835122372
NOL12,NOL12,-0.10858077646485431,0.45769725023931374,0.6121251803549322
RIR1,RIR1,-0.109019785186314,0.44169177462258025,0.598040729116297
RACK1,RACK1,-0.10906973495672052,0.4655179898771356,0.617737540200282
SHIP2,SHIP2,-0.10952911431428394,0.4395486756488839,0.5966970517215822
NDUF5,NDUF5,-0.11132782740568489,0.4463292402186817,0.6024142652887255
TMM11,TMM11,-0.11179990175242668,0.4300646500557655,0.5878992237243831
EDC4,EDC4,-0.11424414997760417,0.41998616686259627,0.5768664635023635
RAE2,RAE2,-0.11524657002451769,0.43038515530800664,0.5878992237243831
ERC6L,ERC6L,-0.11552832449031936,0.41474547317501786,0.5711127072266404
ZFHX3,ZFHX3,-0.1167193964237539,0.41468770168802177,0.5711127072266404
IKKB,IKKB,-0.11709893678014496,0.42296132629458094,0.5793059594070421
KNTC1,KNTC1,-0.11753336350078909,0.40663836315997737,0.5625319611496091
RHG10,RHG10,-0.11878028776160675,0.40164318272386335,0.5580802919369623
CMTR1,CMTR1,-0.1189144415165982,0.4011078987156721,0.5578418101811795
NAA25,NAA25,-0.11917522406013945,0.40006854523344804,0.5569012235826764
MAVS,MAVS,-0.11943372756710867,0.39903982598524834,0.5559737448332162
CNN3,CNN3,-0.12012098118570709,0.3963124069750872,0.5536823609287648
GNA12,GNA12,-0.12093330879919276,0.41291400880666806,0.5696133898466086
RL9,RL9,-0.12240694151687627,0.4020945886548679,0.5582018995444049
ALR,ALR,-0.12327959806127468,0.3987221824720106,0.5559737448332162
KLH13,KLH13,-0.12347280545563805,0.4083142174783047,0.5637749861491624
AGO2,AGO2,-0.12373797756836914,0.3821389027895993,0.5388763520058383
WDR7,WDR7,-0.12535827698565755,0.39075575295293286,0.5479152879614251
EHD4,EHD4,-0.12828314942184366,0.3647622187502923,0.5214773938144905
PTN9,PTN9,-0.1283402923329636,0.3694358521561493,0.5247357381551232
Q5VW26,Q5VW26,-0.12862640654987803,0.37842176110301595,0.5355156656199507
PPIL2,PPIL2,-0.12963381199248267,0.35969226390210496,0.5164714691827872
PYRG1,PYRG1,-0.1311839014304971,0.35392691114903096,0.5097876823498718
STK4,STK4,-0.13168217561631118,0.3671017514334789,0.5235787775559932
NGAP,NGAP,-0.13218224014082605,0.350243878384916,0.5059078243337676
PR38A,PR38A,-0.13288524918808686,0.34766456360127457,0.5031296609097691
PSMD2,PSMD2,-0.1332179621015714,0.346447946635533,0.5023167770689108
SYTC,SYTC,-0.13447803031090785,0.3418641810813965,0.49802436256302207
NOCT,NOCT,-0.1349133832025679,0.3605811940567785,0.5169453754047647
E41L3,E41L3,-0.1354012941990738,0.3385296125567669,0.4943452735349765
IPO7,IPO7,-0.13546162322695152,0.3383124282177804,0.4943452735349765
PRPS2,PRPS2,-0.13604397198663196,0.3362204363444806,0.4926095027243871
UBE4B,UBE4B,-0.1362333884188522,0.3355417324102236,0.49208510278898954
HECD3,HECD3,-0.13800115801484442,0.34435004256110724,0.5006947538281882
L2GL1,L2GL1,-0.1386110825280453,0.3270950047746086,0.48669739010508173
PRS8,PRS8,-0.14024087543757427,0.32138323991231477,0.4800407887297866
AAKG2,AAKG2,-0.14053324105299303,0.3354831786197683,0.49208510278898954
FADS3,FADS3,-0.14145463088335564,0.33229228264482213,0.49013111690111266
RBFA,RBFA,-0.14157369705059994,0.3318813294757574,0.48999611108355323
ARFG3,ARFG3,-0.14189640903363404,0.31564634272483755,0.4756399702749517
VATB2,VATB2,-0.14322440937796604,0.3110918843095175,0.4715562752280631
HPRT,HPRT,-0.14374266259271587,0.30932596487579844,0.4698079506133414
HXK1,HXK1,-0.14406186026326057,0.33399641927288765,0.4912277154023103
E9PCH4,E9PCH4,-0.1440673100974233,0.33397793998954156,0.4912277154023103
WIPI2,WIPI2,-0.1457471194464009,0.3176780035763668,0.4768278448983822
UBE2S,UBE2S,-0.14674523905283185,0.2992215239187159,0.45672220665802016
PPCE,PPCE,-0.1472067029406104,0.2976877353696474,0.4552871246829901
DNJB4,DNJB4,-0.14774735479010606,0.3110094501705615,0.4715562752280631
IF4A1,IF4A1,-0.14812212506132771,0.2946602082827909,0.45382405572871604
MOB1B,MOB1B,-0.14903118817274286,0.29167358308822283,0.45180113361688373
