,TP63_High,ssGSEA
355,0,-0.8470117313059923
357,1,0.9895492970046909
361,0,-0.9450482111093013
363,0,-0.014906247031366197
365,0,-0.7176412927119769
367,0,-0.5090048025857499
371,0,0.263066931559591
373,1,1.6569201573107415
375,0,0.32343174608283604
377,0,0.33483774935787425
381,0,0.9065871700013768
383,0,-0.0020310808184949387
385,0,-0.4354489000793729
387,0,0.06930818505280255
391,0,0.3018937868677365
393,0,0.30104939471334896
395,0,-0.820749804129625
397,0,1.7398193446312171
411,0,-0.9170441993724268
413,0,-0.2586410573495828
415,0,-2.063451296067067
417,0,0.1146926152003056
421,0,0.14508824910468684
423,0,0.8412493541626838
425,0,0.06526149180479378
427,0,0.5055095392556672
431,1,3.8444854170754943
433,0,-1.061687365640469
435,0,0.5640740326859075
437,0,0.6255075845236814
441,0,-0.896836355119221
443,0,0.5210354865162052
445,0,-0.9978351708222352
447,0,-0.7047079057607699
451,0,0.24438489971679972
453,1,2.6854230009899664
455,0,0.25120799876750904
457,0,-0.028675302319106807
461,0,0.2704257028049511
463,0,-0.20891667953906126
465,0,0.777844641093204
467,0,-0.5247888298033218
471,0,-0.6264338586340842
473,0,1.137812395524306
475,0,-1.2891212331937527
477,0,-0.913484307288507
483,0,0.9942861020699102
485,0,-0.6567761065912042
487,0,-1.0064879061341112
491,1,2.214898244100826
493,0,-2.172470082920935
497,0,-0.26393988042187727
511,0,-0.842662064377679
515,0,0.3411325984167004
517,0,-0.12966066022358597
521,0,-0.3492325738090924
523,0,0.17391886397771744
525,1,0.6619950909634541
531,0,0.09612087230299884
533,0,0.5213259459212511
535,0,-0.6706512345234289
537,0,0.27851702872650824
541,0,-1.4621840348304327
543,0,-1.0269018516196529
545,0,-0.23156393201892556
547,0,0.9781813544450303
551,0,-0.6179408626928041
553,0,-0.6690822965360492
555,1,4.023355099618423
557,0,0.010851935614008119
561,0,-0.008106192277735126
563,0,-0.07545595540189537
565,0,-0.4781478053559042
567,0,-0.8947605760797434
571,0,-0.05534743505896476
573,0,-0.18768095633272883
575,0,-0.0340611385119582
577,0,-0.1869524319277405
581,0,-2.2700827485313817
583,0,1.3390604599483644
585,0,-0.4090559831011252
587,0,0.7147582436721556
591,0,-1.4667211788869385
611,0,-0.04654769170594364
613,0,0.43125916960058835
615,0,0.27458260951526986
617,0,-0.6516945849019408
621,0,0.4427042316595404
623,0,-1.699876012343021
625,0,-0.31577412202996036
627,0,0.3001571653760922
631,0,-0.11651932384339897
633,0,1.069091713389101
635,0,-0.5405562556820177
637,0,-0.6523131301609203
641,0,-0.45465831943990564
643,0,-0.14092094439316327
645,0,0.6014721647652747
647,0,0.6802657275801665
651,0,-0.5621302383780783
653,1,3.74332595735663
655,0,0.6707974284409594
657,0,-0.5407624954787533
661,0,-0.007599047768178291
663,0,-1.1074161915519607
665,0,-1.7956875936616532
667,0,-0.7268139426962698
673,0,-0.40103515896159136
675,0,-0.894135967824103
677,0,-3.2791230932694475
681,0,-0.3161409206511775
683,0,-0.24509819475973782
685,0,0.2293959099348336
687,0,-0.37477516313553405
691,0,-1.2104690341920366
693,0,0.13122141506535834
811,0,-0.3042501602728943
813,0,0.505132581104696
817,0,0.02696684062943762
821,0,-0.044216213304414706
823,0,-1.1883605073851522
825,0,0.08505678863367035
827,1,1.2687375827205054
831,0,-0.41295406543808655
833,1,0.8766619518877599
835,0,-0.4908688786813338
841,0,0.9888031695615991
843,1,1.780434496092856
845,0,0.4904763299357822
847,0,-0.37266724790275896
851,0,0.7689094686440127
853,1,1.1295262891230162
855,0,-1.4765522000890212
857,0,0.6474527806712153
861,0,-0.21351174802422265
863,0,0.8536402399400909
865,0,-0.45333022050475164
867,0,0.45360213652779474
871,0,1.1901697001884626
875,0,-0.13788963324969755
877,0,-0.5869899982685327
881,0,0.11072589902997167
883,0,-0.872460774577899
885,1,1.5053613100120293
911,0,-0.5884216403661355
913,0,-0.46094245261277883
915,0,-0.44021506895317186
917,0,0.2102982747299865
921,0,-0.5551594465196688
923,0,0.024890502226284233
925,0,0.1669650093629411
927,1,-0.17917141763145641
931,0,0.27102529789818147
937,0,-0.46276946893990273
941,0,0.915793564595959
945,1,3.877424006530083
947,0,-0.6361317061717253
951,0,0.04939679627963693
953,0,0.6321854148361435
957,0,-0.3408070502350017
961,0,2.0427649531209195
963,0,-1.518503639986675
965,0,0.9247127892981645
971,1,-1.0896559080778008
973,0,0.7813275718357128
975,0,0.7866200057765976
977,0,-0.5314215154529972
981,0,-0.027887268482803724
983,0,-0.7653065458641795
987,0,-0.5925725100184004
993,0,-0.37710110157636983
995,0,0.3019975867197363
