,stat,p-value,effect_size,feature,q-value,in_group_gene_effect_mean,out_group_gene_effect_mean
16536,1.7586741810578248,0.07891140602088587,0.286742280492617,ZFR2,0.5082595718370838,0.03412101950956574,0.0039108643278490595
16607,-1.7582162837194488,0.07898929838824943,-0.2866676228167089,ZNF142,0.5085697883055261,-0.06864820963824524,-0.0313679815096072
14488,1.7577951544179415,0.07906099146397817,0.2865989599696636,TBCCD1,0.5087148424332177,0.08906916847898123,0.05523810076457334
1761,-1.7569938045977431,0.07919755967613408,-0.2864683042305899,C1orf210,0.5087148424332177,0.013647535932857459,0.051081966446122416
8986,1.7571625022224806,0.07916879381537982,0.28649580946274256,MRPS11,0.5087148424332177,-0.4850310974176649,-0.601895857680579
12737,1.7568623062330906,0.07921998832303105,0.28644686413590514,SCNN1D,0.5087148424332177,-0.03801435536319709,-0.08165304488455354
14344,-1.7571390986928495,0.07917278401326201,-0.28649199364425254,TAC3,0.5087148424332177,-0.17594887197807604,-0.1419408520589403
10686,-1.757073675239743,0.079183939290393,-0.2864813267052916,PHYHD1,0.5087148424332177,-0.1128564232831472,-0.08213850450299649
14549,-1.7568765334572256,0.07921756144723999,-0.2864491838075859,TCF7,0.5087148424332177,-0.2565345787421256,-0.2165994214522063
9052,-1.754830055619815,0.0795672715589118,-0.28611551670290164,MSMP,0.50927497712719,-0.09003120689770104,-0.05783018099276046
13998,-1.754688385447399,0.07959152715029172,-0.2860924181501657,SRSF1,0.50927497712719,-1.7220439631961466,-1.6261699114162662
3735,1.7545409281185715,0.07961677996340465,0.2860683760329852,DCST1,0.50927497712719,-0.05037956820863306,-0.08965904747599385
4500,-1.7552544542154294,0.07949464556583442,-0.2861847125906078,ELF3,0.50927497712719,-0.028680871155977714,0.01933765015081008
14084,-1.754584756568451,0.07960927343865512,-0.286075522023871,STARD13,0.50927497712719,-0.09213856951210561,-0.05381325892603005
1631,1.7557249842834397,0.0794141883370297,0.28626142996452203,BUB3,0.50927497712719,-1.7329797054942806,-1.9132085777313397
146,1.755966014459798,0.07937299961281324,0.2863007286266511,ACIN1,0.50927497712719,-0.49486268801260863,-0.5692898352928851
10629,-1.7549601849439729,0.07954499719841518,-0.28613673358296376,PGS1,0.50927497712719,-0.718174546899803,-0.6235964184705401
9976,-1.7544363967471555,0.07963468543959978,-0.28605133276019157,NXN,0.50927497712719,-0.0044332078307703585,0.027564920987563957
1999,-1.7550236900514768,0.07953412881192488,-0.28614708774608544,CAMKK2,0.50927497712719,-0.2118484539345805,-0.17314314816884113
5753,-1.7552593703462946,0.07949380460017791,-0.2861855141390644,GK2,0.50927497712719,-0.019538090050855574,0.011704369895493583
7362,-1.7537267204470584,0.07975633460267322,-0.28593562389103705,KCNN3,0.5095251587906143,-0.0021603103272347787,0.03033555860558023
12207,-1.7535797558108894,0.07978154544077665,-0.2859116621047206,RIPOR3,0.5095251587906143,-0.09371248391275215,-0.06065538060955527
16145,-1.7535133186788798,0.07979294443210708,-0.285900829890916,VWCE,0.5095251587906143,-0.2382325352114679,-0.20158347488109352
9541,1.753726267425755,0.07975641230559978,0.2859355500283722,NFATC2IP,0.5095251587906143,-0.354891100498441,-0.4040174884821627
12482,1.7528896523225062,0.07990001500670692,0.2857991444762899,RRM2,0.510018491313334,-2.1908603434563085,-2.3454394480405556
10082,-1.7519403442386123,0.08006321592183191,-0.2856443649453241,ORAI2,0.510080935240422,0.0009087958988957714,0.040443448788665244
10556,-1.7519019124314563,0.08006982865944351,-0.2856380988477456,PER1,0.510080935240422,0.0571711596911498,0.08335503567192892
3219,-1.7515687183329134,0.0801271780611388,-0.285583773358299,CORT,0.510080935240422,-0.025149158544969623,0.01140588427245875
1276,1.752171550687722,0.08002344295009557,0.2856820619020409,AXIN1,0.510080935240422,0.0996130683565172,0.040231065673612905
4544,1.7519853369803104,0.08005547484701475,0.28565170076767205,EMC7,0.510080935240422,-0.4367029420519953,-0.5321015077862549
11957,1.7516511073477024,0.08011299414626376,0.2855972064400163,RBM44,0.510080935240422,0.03026634015893765,-0.007989512318031394
3198,1.7514458520836467,0.08014833424482692,0.28556374068317947,COPS9,0.510080935240422,-0.10030722587102238,-0.15459894602676205
7120,-1.7524926221655084,0.07996823773724433,-0.2857344108639653,ISCA1,0.510080935240422,-0.4875869600574943,-0.41671257228000724
5725,-1.7509581741015576,0.08023235172266546,-0.2854842274349403,GINS4,0.5104257496912005,-1.420664166311835,-1.3215973506961207
13773,1.7506244460569977,0.08028988788925633,0.2854298148884936,SOX18,0.5104357914852912,0.11167599735715424,0.08020499138513731
4827,1.7506028875284256,0.08029360582725895,0.28542629988741297,F5,0.5104357914852912,0.003424611623234917,-0.031626503319637275
1348,-1.7502412819291033,0.08035598843921954,-0.2853673420569601,BARHL2,0.5106426055831087,-0.20188213580384223,-0.16204671973923016
10040,1.7490532081468901,0.0805612273335695,0.28517363307471966,OGT,0.5113944507022907,-1.3819257010719308,-1.4819956560256817
14709,-1.749037277316518,0.08056398226706457,-0.28517103563928775,TGM2,0.5113944507022907,0.03301347637744873,0.06364664470755027
8203,-1.7491416571562708,0.08054593315665724,-0.2851880542056661,LTC4S,0.5113944507022907,-0.01822872445586028,0.017855629538640276
11923,1.7482813834619886,0.08069478779580355,0.28504779124871643,RBFA,0.5115782348878763,-0.09690222406647461,-0.14931775972276842
8320,-1.748589236913688,0.0806414937003646,-0.2850979850832246,MAGEH1,0.5115782348878763,-0.04588513812115087,-0.0031565902062653073
12772,-1.748322826765971,0.08068761166426909,-0.2850545483545084,SDHA,0.5115782348878763,-0.36525452868701674,-0.2727562148381766
14032,-1.7474885442439356,0.080832172146018,-0.2849185231171335,SSTR1,0.5115782348878763,-0.06543170123656115,-0.039392869626998506
9267,1.7476532673136556,0.080803613048563,0.2849453803196614,MYT1,0.5115782348878763,0.11328069670533711,0.07478039457691911
10398,1.747706641646876,0.08079436095744277,0.2849540827150182,PCED1A,0.5115782348878763,0.15189735140020344,0.12513391456000653
2166,-1.7478279419569527,0.08077333754635511,-0.28497386007225156,CCDC149,0.5115782348878763,0.05610835839181889,0.08347199812087334
6805,-1.747777664150476,0.08078205100728814,-0.28496566254877476,IFNGR2,0.5115782348878763,0.08174170854108626,0.10916733608869783
7912,-1.7468159867012907,0.0809488629455951,-0.2848088662599295,LGR6,0.5119379661405897,-0.06465031388723068,-0.036834567613992474
7738,-1.7469062047722344,0.08093320188421996,-0.2848235758267627,KRTAP6-2,0.5119379661405897,-0.08869097973958733,-0.0604139707820788
53,1.7463682493318247,0.08102662266236413,0.28473586511181165,ABCC11,0.5122403672893803,0.01754307308128831,-0.01211505730355527
291,-1.7457620986051392,0.0811319911785777,-0.28463703552554487,ADAT3,0.5127170199822418,-0.30544047580800754,-0.24080429637303774
4269,-1.745174816468064,0.08123418593198592,-0.2845412823604099,DYDC1,0.5130671793688207,-0.22626290193921292,-0.1912105699934661
15217,-1.7450990180609125,0.08124738346350238,-0.28452892384149914,TNNI2,0.5130671793688207,-0.011908267316693777,0.01732810746019636
8874,1.7448355134108255,0.08129327675945144,0.28448596083840283,MPC2,0.5131675592339247,0.03448560617013935,-0.008878784658531145
15224,-1.7440210161251883,0.081435266929106,-0.2843531614764435,TNP2,0.5134201770455807,0.007185227284027429,0.03264917004312801
10789,1.7439174020029176,0.08145334427437342,0.2843362677561449,PIWIL2,0.5134201770455807,-0.013418518710624135,-0.046919225299570606
1795,-1.7440183151363433,0.08143573812375009,-0.28435272109487125,C2CD4A,0.5134201770455807,-0.11274757985799205,-0.07807694688834162
16774,1.7441031491264538,0.08142093966786755,0.2843665528165452,ZNF446,0.5134201770455807,0.07114095169077925,0.03505706834499664
4047,-1.7430079183864906,0.08161215999961008,-0.28418798138846313,DNAJA4,0.5142317573161436,-0.05030326781323145,-0.015845747280224285
404,-1.7423891458393992,0.08172035495817284,-0.2840870938828806,AGBL4,0.5143451480020098,-0.14457234279437423,-0.10406055849325989
7371,-1.7424242512173442,0.0817142135201668,-0.2840928176242296,KCNS2,0.5143451480020098,-0.07485333709282897,-0.04514342341387931
9604,-1.7424482449565957,0.08171001620061208,-0.284096729673195,NIPAL3,0.5143451480020098,0.06528315570655954,0.09796727986631461
2116,1.7414872717536072,0.0818782600624803,0.2839400482078701,CBR4,0.5145745623404127,-0.03395504537039927,-0.06369246900920468
150,1.7411505227989459,0.08193728344042112,0.2838851431184266,ACKR4,0.5145745623404127,-0.04840255191991205,-0.09093548963203549
9617,1.7414454464319755,0.08188558908023207,0.2839332288161737,NKAP,0.5145745623404127,-0.8927521508280852,-0.9948326758147266
8054,1.741990616264066,0.08179010118816159,0.28402211579853404,LRBA,0.5145745623404127,0.011749273112063826,-0.016426442827366567
13125,-1.7412610205889707,0.08191791222891733,-0.2839031591833932,SIX3,0.5145745623404127,0.017650269522885453,0.047086303540609664
3480,1.7415714135596414,0.08186351757505302,0.28395376707268705,CTNS,0.5145745623404127,0.047274818734274526,0.014732009541790754
11026,1.7407826909018658,0.08200179433907993,0.28382517012391584,POGLUT3,0.5147907140398681,0.1133155726644382,0.08464057242618005
681,-1.740531848580339,0.08204581108663708,-0.2837842716447698,ANKRD34C,0.5148780962065667,-0.07504182960200881,-0.04409801073724024
3128,1.739450412854459,0.08223579657939228,0.2836079494188652,COL15A1,0.5150966404288346,-0.02306931960200272,-0.05652961569522589
10399,1.7360749698372648,0.08283108943530028,0.2830576017542165,PCED1B,0.5150966404288346,-0.1568593169388327,-0.1991515236940865
13165,1.7361463223437277,0.08281846963065354,0.2830692353931488,SLC12A3,0.5150966404288346,-0.0691249167700341,-0.1000955951159133
5012,1.736502535497403,0.08275549111047674,0.283127314014605,FANCG,0.5150966404288346,0.06477869313607448,0.010524661653590136
13079,1.7365346612318364,0.08274981318875359,0.2831325519412506,SIAH2,0.5150966404288346,0.0611968786208462,0.025449499851497668
4038,1.736542860123421,0.08274836416234095,0.28313388872602624,DNAH9,0.5150966404288346,-0.022182071315628868,-0.04797761614814331
12827,1.737032072878805,0.0826619406917753,0.28321365221072153,SELENOI,0.5150966404288346,-0.0019038628929245027,-0.05445224112736374
5985,1.737285351894625,0.08261722565472016,0.28325494797964756,GPR18,0.5150966404288346,0.01694446236758341,-0.020095164970511115
10328,1.7374001842832694,0.08259695908857932,0.2832736707773943,PBXIP1,0.5150966404288346,0.006876821253529444,-0.02031615109802192
11998,1.7375738350791037,0.08256631943065215,0.28330198359721237,RCHY1,0.5150966404288346,0.023878866713968716,-0.015620661941903384
14436,1.7379336890628656,0.08250285468843838,0.28336065583625447,TAS2R43,0.5150966404288346,0.1689218786492872,0.12707217950654048
568,1.7381996068456314,0.08245598221600559,0.2834040122875375,ALOXE3,0.5150966404288346,-0.030321098787563717,-0.06197507748320277
15752,1.738310657487644,0.08243641407666044,0.28342211849202026,UBE2G1,0.5150966404288346,0.017644573015351304,-0.03176870024055344
16708,1.7383141068007777,0.08243580633649457,0.28342268088380657,ZNF326,0.5150966404288346,-0.011010725740568949,-0.04400556860755735
11562,1.739059537806333,0.08230455292495858,0.28354421936363694,PTGDS,0.5150966404288346,0.021119883502484046,-0.010369850116545327
2754,1.7396221780699976,0.08220559720605607,0.2836359548050495,CHCT1,0.5150966404288346,0.04663909369251323,0.0097526209959883
14166,1.73577134163928,0.08288480827236071,0.2830080968243951,STRIP2,0.5150966404288346,-0.016628588173049123,-0.04870420465980996
632,-1.7353814285418854,0.08295383435911845,-0.2829445236100129,ANGPTL5,0.5150966404288346,-0.05896857487080124,-0.01775497859963174
4729,-1.7359693055884857,0.08284978067377877,-0.28304037377191726,ESRP1,0.5150966404288346,-0.13622165455802251,-0.09644751752195808
14480,-1.735473173152079,0.08293758866970254,-0.28295948207078586,TBC1D7,0.5150966404288346,0.02576663480647597,0.0588898975987237
6054,-1.7354785273883198,0.08293664064732068,-0.28296035504994627,GRB10,0.5150966404288346,0.03482383285945963,0.07026255620321979
16694,-1.7399551905071236,0.08214707336346093,-0.2836902506755879,ZNF3,0.5150966404288346,-0.15185500328776472,-0.11943577690135455
13989,-1.7390191329359186,0.08231166294990411,-0.28353763156880246,SRPX,0.5150966404288346,0.023605508787096136,0.05391726960033032
10759,-1.7387409134448812,0.08236063463581964,-0.2834922693907499,PIN4,0.5150966404288346,-0.20877767219906326,-0.1647051144650507
14625,-1.738410274049545,0.08241886393473001,-0.28343836043179627,TEPSIN,0.5150966404288346,-0.27492275324203586,-0.23129128857579095
7679,-1.7378251932559516,0.08252198510717758,-0.2833429661837688,KRT73,0.5150966404288346,-0.0037385371629890893,0.03134228913128669
8849,-1.7369029731745118,0.08268474010128463,-0.2831926032045903,MOGAT3,0.5150966404288346,-0.12363530238472123,-0.09532405214967452
4712,-1.7368315235466527,0.08269736052175493,-0.2831809537305414,ERP27,0.5150966404288346,0.08684713637261626,0.11986978639258732
15156,-1.736283751529755,0.08279416753052014,-0.2830916424760708,TMUB2,0.5150966404288346,-0.04446335370665123,-0.011577112686807634
8402,1.7348623444420561,0.08304579988698749,0.28285988976472437,MAP7D3,0.5154805873246353,-0.03591622816730366,-0.06292909447044666
4561,-1.734516592940126,0.08310710216685559,-0.28280351685880756,EMP1,0.5156739922990201,0.07123137103551919,0.09811383481448692
5166,-1.7338132297777722,0.0832319228591549,-0.2826888373124993,FFAR1,0.5157483419596549,-0.059243396753164056,-0.026832340137900833
6637,-1.7338470753597521,0.08322591305150508,-0.2826943556509533,HSBP1L1,0.5157483419596549,0.08773988399228248,0.12749134692897618
4649,-1.7340801851833876,0.08318453035031058,-0.2827323629425565,EPN1,0.5157483419596549,-0.048091835142750027,-0.009379022363653181
4505,-1.733769557690285,0.08323967803534267,-0.2826817168156529,ELK1,0.5157483419596549,-0.13468631729240046,-0.10640605776729352
1912,-1.7333996588424918,0.0833053872251784,-0.2826214068160463,CABIN1,0.5159685949533407,-0.24515872417619988,-0.19211412873693187
2092,1.7328689611766819,0.0833997343519768,0.28253487944185407,CATSPERG,0.516267514344667,0.04525117122725646,0.008479579325253426
15727,-1.7307859270563277,0.08377089296156977,-0.2821952520336352,UBA52,0.516267514344667,-1.4485396903761458,-1.3868626243432622
12034,-1.73088594793724,0.08375304051083968,-0.28221155989543156,REG3G,0.516267514344667,0.07695964237899577,0.11576621206032768
6937,-1.7309768312541998,0.08373682167364155,-0.28222637792701727,IL27,0.516267514344667,-0.04960321996232109,-0.016241001193465786
8848,-1.7311523481548383,0.0837055065209105,-0.2822549950050958,MOGAT2,0.516267514344667,-0.024909393266154815,0.008229328491717418
1697,-1.7312478139351961,0.08368847781526224,-0.2822705601824684,C17orf50,0.516267514344667,-0.20051373728460714,-0.15442001383219736
11771,-1.7312894018723994,0.08368106044666465,-0.2822773408699221,RAB5C,0.516267514344667,-0.18967994108323763,-0.13704913878743186
1710,-1.731470867493959,0.08364870159224481,-0.28230692785466177,C19orf12,0.516267514344667,-0.05612514330779954,-0.02074082501103321
10304,-1.7325902472035188,0.0834493186609408,-0.28248943664117465,PATL2,0.516267514344667,0.06458565499466605,0.09348289547124583
3679,1.7303997892918508,0.08383984257376884,0.2821322943667956,DARS2,0.516267514344667,-0.24976366263916328,-0.3277360024381427
10249,1.730566553555141,0.0838100591362068,0.2821594843748571,PANK2,0.516267514344667,-0.03196858138756981,-0.062066270015625646
6159,1.731457324266293,0.0836511162630748,0.282304719704893,GTF2I,0.516267514344667,0.005685990740295279,-0.04693210740688585
12999,1.731501310083131,0.08364327407970631,0.28231189135360735,SGTA,0.516267514344667,-0.08596484371387471,-0.11336777404777004
11531,1.7321259632115666,0.08353196968860915,0.28241373765606276,PSMG3,0.516267514344667,-0.9516577769348331,-1.041225206270742
12311,-1.7305615810767967,0.0838109470770734,-0.28215867363924985,RNF223,0.516267514344667,-0.15036078964348024,-0.11397690484094666
10624,-1.7302495198022902,0.08386668745915879,-0.28210779374206973,PGP,0.516267514344667,-0.25117329154810464,-0.1845819714874875
11407,-1.7325612600256963,0.08345447696589667,-0.28248471043915074,PRR23C,0.516267514344667,0.00900058881129674,0.043839682892974706
2721,-1.7291275716991112,0.08406733813186176,-0.28192486619291657,CFH,0.5171863119388942,-0.01861849869168755,0.019163517808247522
1488,1.7287392640700987,0.08413687415244886,0.2818615547414408,BLTP2,0.5171863119388942,-0.3539305174291321,-0.41432246236064113
7091,1.7288681622907556,0.084113786592356,0.28188257089675867,IRAK1BP1,0.5171863119388942,0.09826204269559287,0.05809995148311717
10166,1.7288923599349837,0.08410945301221193,0.2818865161913238,P2RX3,0.5171863119388942,-0.003291512450446732,-0.04522529936226612
11661,-1.7277980738021106,0.08430561083437522,-0.28170809877630115,PWWP2A,0.5180373866895319,0.040091642371701375,0.07337403044288394
15629,1.7270149960110739,0.08444621000038194,0.28158042219241575,TTLL12,0.518715014174698,0.2089474024770314,0.178957914149007
8283,1.7254536872355668,0.08472710512776639,0.2813258592701507,MAD2L1BP,0.5194124631455541,-0.6188086414913772,-0.6897788596253908
12602,1.7254692547136306,0.08472430065113207,0.28132839746296073,SAA4,0.5194124631455541,0.02564091368139748,-0.008904052293959214
8196,-1.7256580436471702,0.08469029636474701,-0.28135917847397346,LTB,0.5194124631455541,-0.09291143133154114,-0.06585585900984922
310,-1.7257013012832352,0.08468250644258062,-0.28136623139676475,ADGRA1,0.5194124631455541,-0.03545278997133399,-0.004852801057045602
4793,1.7258088616331277,0.0846631392742461,0.28138376852806,EXOSC2,0.5194124631455541,-1.0304913391252721,-1.1121843308359305
5271,1.7253714060631664,0.08474192930608766,0.2813124437715497,FLT3,0.5194124631455541,-0.06264322663826799,-0.10456235212867097
13717,-1.7245737336434164,0.08488575080648109,-0.28118238761266096,SNX25,0.5195550906720349,-0.06848786100491665,-0.031069015757108145
9859,1.7244002658475555,0.08491705345876012,0.28115410462999535,NSMAF,0.5195550906720349,-0.07768035529628316,-0.11016869366240527
12858,1.7245208872457838,0.08489528606726703,0.28117377129433646,SEMA6D,0.5195550906720349,0.020508396057980247,-0.010121026928907768
10052,-1.724613156042541,0.08487863824970363,-0.2811888152208838,OLFML3,0.5195550906720349,-0.34835153455156725,-0.298448026742146
13583,-1.7248222525362342,0.08484092130170413,-0.2812229072693657,SMC3,0.5195550906720349,-1.4993298888328084,-1.4199586637922401
6685,-1.7235037149268662,0.08507898713388759,-0.28100792686816484,HSPB8,0.5195769818114863,0.07755489971718142,0.10781456129773573
11019,1.7233716340484986,0.08510286450200412,0.28098639179778023,PODXL2,0.5195769818114863,0.05872110405941686,0.012273608468257848
4805,1.723432567727193,0.08509184833572862,0.28099632670339036,EXTL2,0.5195769818114863,-0.2076007593855342,-0.25130912033747344
7090,1.7238560956658755,0.08501531085452911,0.28106538063520914,IRAK1,0.5195769818114863,0.04103597762173312,0.00579435780832886
12244,1.7236368177959207,0.0850549305002147,0.2810296285685843,RNASEH2C,0.5195769818114863,-0.15613745455089645,-0.23659449715763142
17021,1.7234449506286553,0.08508960977895895,0.2809983456682689,ZNF830,0.5195769818114863,-0.7642196481738383,-0.837997795387672
7353,-1.7229655456438362,0.08517631049874358,-0.28092018128733515,KCNK7,0.5198398657516969,-0.20997609421229763,-0.17377150072022446
8310,-1.7223662791900118,0.08528478882400882,-0.2808224741443958,MAGEB4,0.5199454320785171,0.11608879985922496,0.1472907938628789
4560,1.7224103316027626,0.08527681071448612,0.2808296566512123,EML6,0.5199454320785171,-0.12559615061023438,-0.1662685085494591
645,1.7224197776101953,0.08527510007456188,0.28083119677145857,ANKFY1,0.5199454320785171,-0.0953859586465111,-0.1350627629207288
11745,-1.7220443285795526,0.08534311401753886,-0.2807699818446604,RAB32,0.5201156578190371,0.06331141334276721,0.09776879875020203
469,-1.721849209543605,0.08537847787119844,-0.280738168744805,AK5,0.520145876404057,0.017850376455131524,0.056193313887295815
999,1.7210447944325309,0.08552439732856255,0.28060701322668996,ARNT,0.5206640089322846,-0.00829221781066635,-0.08100346552256167
172,-1.7210971284178698,0.08551489790236683,-0.2806155459989709,ACP5,0.5206640089322846,-0.05602941893080556,-0.03167319153542003
2413,-1.7205519722492255,0.08561389406139325,-0.28052666124436126,CD72,0.5208534893540204,0.024221407164994428,0.058992154467678325
13227,-1.7205380962907557,0.08561641503849333,-0.2805243988446408,SLC22A14,0.5208534893540204,-0.01773593653691829,0.009067904929885668
1511,-1.7203480725576652,0.08565094449938207,-0.2804934165062628,BMPR1B,0.5208783176505257,-0.13580931932218282,-0.10491620502616847
9259,-1.7198977620760905,0.08573281600703124,-0.28041999582618055,MYOZ1,0.5211909322787076,0.006599960117596697,0.03270926414879404
4119,-1.7180428688217424,0.08607072440816652,-0.28011756554799094,DOCK3,0.5213904142084543,-0.09752037626731451,-0.06857940155990475
2544,-1.717376807588628,0.086192324275531,-0.28000896787879903,CDNF,0.5213904142084543,0.03733134768298766,0.07076234089653462
406,-1.7174712349925432,0.08617507663070242,-0.28002436375452816,AGER,0.5213904142084543,0.06327705080198047,0.09139020619083202
4216,-1.7175259625104013,0.08616508164967417,-0.2800332867792961,DSTYK,0.5213904142084543,-0.1736780441284797,-0.13773054748315375
10435,-1.7178771218980335,0.0861009711157691,-0.2800905414116268,PCYOX1,0.5213904142084543,-0.08129553733059756,-0.0446279626805586
6008,-1.7180005555337603,0.08607844522835364,-0.2801106665960294,GPR55,0.5213904142084543,0.07954705838606034,0.11068400533510026
6551,-1.7184254051706105,0.08600094919802535,-0.2801799360235612,HOPX,0.5213904142084543,-0.10151518482560605,-0.07212616723153115
2737,-1.7184502237006103,0.08599642384184993,-0.28018398255018184,CH25H,0.5213904142084543,-0.09335298331808943,-0.06151874249324155
15931,-1.718493013181501,0.08598862215442693,-0.2801909591428127,USP11,0.5213904142084543,0.04006880015780166,0.07383149686969111
11277,-1.7190592136873224,0.0858854422967965,-0.28028327506238665,PRDM9,0.5213904142084543,0.05766015037854464,0.08557114374911098
10489,1.7180156436187441,0.0860756920716921,0.2801131266263995,PDGFRL,0.5213904142084543,0.04311179440588645,0.010828030342044383
12968,-1.7191731353446449,0.08586469423464903,-0.28030184937033414,SFTPA2,0.5213904142084543,-0.011055888528356293,0.016098067881475997
10383,-1.7195354079348626,0.08579874203788879,-0.28036091595003254,PCDHGA3,0.5213904142084543,-0.0554720884377156,-0.0254573532225977
4139,1.7174733464640548,0.08617469099162328,0.28002470801849866,DOT1L,0.5213904142084543,-0.08938227935846602,-0.16558726573628207
12787,-1.717176114991228,0.08622899107184764,-0.27997624603999777,SDSL,0.521427836785471,0.0014843934905090586,0.035793864571600276
3775,-1.7169224914633645,0.0862753464637082,-0.2799348941002528,DDX10,0.5215237992772637,-1.5327636324095042,-1.433202945101804
7687,-1.7167414785103565,0.08630844296821664,-0.2799053809206637,KRT82,0.5215395739517069,-0.08674505029914174,-0.059210690143578465
7876,-1.7160369227994823,0.08643736209313459,-0.27979050693579144,LEMD1,0.5221341643104709,0.038925102477503075,0.0687729741227285
13018,1.715623092160977,0.08651315711241385,0.2797230340961371,SH3BP5,0.5224075463191189,0.12886746503092633,0.09346336936774145
6189,-1.7133937612925263,0.0869223946081004,-0.27935955379712707,GUK1,0.5228631717522864,-1.420319397918487,-1.2839464578018915
15390,-1.713760796046494,0.08685491076077989,-0.2794193968217795,TRIM10,0.5228631717522864,-0.1195789094918871,-0.08927524169860958
290,-1.7138713133080117,0.0868345991035061,-0.2794374160614674,ADAT2,0.5228631717522864,-0.370958794993527,-0.28481708095068137
11077,-1.7140929729332588,0.0867938724774928,-0.27947355646036626,POLRMT,0.5228631717522864,-0.5827994899950797,-0.5042416777797228
8187,-1.7142246425774512,0.08676968747039783,-0.2794950244812504,LSM8,0.5228631717522864,-2.072098664025177,-1.949104057661649
9946,-1.7150109565965024,0.08662537114683838,-0.2796232287145498,NUP160,0.5228631717522864,-1.3385512532102086,-1.2561232622525398
4626,1.7136628674347756,0.08687291199476001,0.27940343009311985,EPDR1,0.5228631717522864,0.13039266543077027,0.10293807622734336
6350,1.7148338792490112,0.08665785413480986,0.2795943572140809,HDAC8,0.5228631717522864,-0.12352861480296035,-0.173938588118299
8284,1.7144816911984844,0.08672248862299921,0.27953693486384795,MAD2L2,0.5228631717522864,-0.798664182750079,-0.9196983991153086
10229,1.7140782242612975,0.0867965818447383,0.27947115176944737,PAK1IP1,0.5228631717522864,-1.2618160565108103,-1.3577563773793786
10310,1.7133805854419357,0.08692481793789107,0.27935740554619665,PAX4,0.5228631717522864,0.09889025948419634,0.07380806731197928
11418,-1.713038687010747,0.0869877197042008,-0.27930166086255265,PRR9,0.522873830281013,0.17005507863518265,0.20307837110273447
4457,1.7131183262975307,0.0869730645470096,0.27931464561604197,EIF3B,0.522873830281013,-1.4699210763768928,-1.5702860994856864
11354,-1.7125335128253591,0.08708072794323087,-0.2792192949533215,PROB1,0.5230901974831917,-0.24466736213713305,-0.20753162346685214
16296,1.71251102179241,0.08708487066301106,0.2792156279124631,XAF1,0.5230901974831917,-0.02605333777716411,-0.05585300412471469
15195,-1.7121721992458192,0.08714729911715034,-0.27916038473510935,TNFSF13,0.5232814482264272,-0.06534469810846523,-0.039285573731354426
4393,-1.7117766274252915,0.08722022944870877,-0.27909588889663145,EFHB,0.5235356018172144,-0.008153221130541862,0.021946354617550807
4797,1.7112409185119888,0.08731907503210247,0.27900854446573276,EXOSC6,0.5236317837684661,-1.0599774184448914,-1.1619981698612123
161,1.7109094066367019,0.08738028880914026,0.2789544932536584,ACOT7,0.5236317837684661,0.12011454656354338,0.08642202284578723
14708,1.710694940693412,0.08741990848440633,0.27891952574556095,TGM1,0.5236317837684661,-0.11687258857768142,-0.1480362003942709
9203,-1.7108633381912621,0.08738879810608867,-0.27894698204365354,MYH7,0.5236317837684661,-0.060030324280397396,-0.021599332841625508
10422,-1.7109830719911465,0.0873666834816738,-0.2789665039899018,PCOLCE,0.5236317837684661,-0.02641230831868805,0.008037643973382379
10155,-1.7108276436673402,0.0873953916976066,-0.2789411622452504,OXER1,0.5236317837684661,0.04179219128918739,0.07759672649014028
1769,1.7096855741406507,0.0876065702159966,0.27875495400719735,C1orf54,0.5238391672064099,-0.03712400551570419,-0.07821884910537173
16246,-1.7096798069969412,0.08760763765578646,-0.2787540137057152,WHAMM,0.5238391672064099,-0.26675797733913253,-0.22754324774531764
12942,-1.7100579645174492,0.08753766677453802,-0.27881567023708625,SEZ6L2,0.5238391672064099,-0.053555750302674884,-0.021282619455405615
6701,1.710136042016882,0.08752322563778016,0.2788284003496242,HTR2C,0.5238391672064099,-0.052092722148081985,-0.0767674133341061
5542,1.7098948579585413,0.0875678410126648,0.2787890765978731,GALR1,0.5238391672064099,0.20523491630512744,0.17447488491488722
9413,1.7094300599649996,0.08765387337769479,0.27871329380759163,NDP,0.523841561376524,0.12840082761287447,0.09723647287260259
6252,1.709346857691244,0.08766928100900148,0.27869972812841365,H3C12,0.523841561376524,0.04739768917200405,0.009046590772748418
4952,-1.7085328103299313,0.08782014403088848,-0.2785670021241737,FAM222A,0.5243766854926385,0.08498639894083676,0.1322570676255063
671,1.7085861593142666,0.08781025073432659,0.27857570038653234,ANKRD27,0.5243766854926385,-0.04544004409117793,-0.08553552688169828
1469,1.708240758366023,0.08787431953022497,0.27851938463649156,BIRC2,0.5244910001611753,-0.16026354934469714,-0.2265536889136547
12700,1.707697507734284,0.08797516405761903,0.27843081056933244,SCG5,0.5244910001611753,-0.2176957298177877,-0.2646793588930088
1812,-1.708086581027106,0.08790293023621183,-0.27849424685813695,C2orf80,0.5244910001611753,0.0307441136576652,0.06269037905060795
10386,-1.7077266248593375,0.0879697566275411,-0.27843555795854713,PCDHGA7,0.5244910001611753,-0.12220039337973687,-0.08620711736527534
15044,-1.7076037059247822,0.08799258610291535,-0.2784155166933772,TMEM253,0.5244910001611753,0.11662199062576602,0.15087145699763357
