,feature,corr,p-value,q-value
FAM151B,FAM151B,0.14459271596914894,1.3327593274846713e-05,4.083952315625119e-05
XKR6,XKR6,0.14458587528468445,1.3340266012511836e-05,4.0871803947613995e-05
UBR3,UBR3,0.14454777998381527,1.341104978994441e-05,4.1082086015190295e-05
ZNF518B,ZNF518B,0.14452252625963113,1.3458169997271033e-05,4.121982366573238e-05
F2R,F2R,0.14451516706033507,1.3471930958801753e-05,4.1255360505846764e-05
CDK1,CDK1,0.14451251246382496,1.3476898074681537e-05,4.1263960707598524e-05
SERPINF1,SERPINF1,0.14447454559437678,1.3548130450297953e-05,4.1475418571019444e-05
NETO1,NETO1,0.14440951108510133,1.3670980189401226e-05,4.18314048856098e-05
LONP2,LONP2,0.14440802501898614,1.367379971658231e-05,4.183333572062594e-05
RILPL2,RILPL2,0.14440515593755238,1.3679244818356294e-05,4.184329728002569e-05
MRPL4,MRPL4,0.14440172585812924,1.368575732312345e-05,4.185652019704076e-05
ASB6,ASB6,0.1443991515704588,1.3690646922088318e-05,4.186477618232574e-05
RBPMS2,RBPMS2,0.1443933010474442,1.3701765585859322e-05,4.189207440398288e-05
CYSLTR1,CYSLTR1,0.14435641641806402,1.3772061455961642e-05,4.2100264629890734e-05
CACNA1A,CACNA1A,0.1443497181344702,1.3784864043035729e-05,4.2132663284718256e-05
ATXN2,ATXN2,0.14433273739542657,1.381737053011899e-05,4.222526581666259e-05
MPC1,MPC1,0.14430382342476883,1.3872889008412117e-05,4.2388151118254095e-05
KDM3A,KDM3A,0.144293027514676,1.3893672931050322e-05,4.244487103676313e-05
INHBC,INHBC,0.1442909848833714,1.3897608670226887e-05,4.24501102159455e-05
LAMTOR5,LAMTOR5,0.1442141481727831,1.4046430990938645e-05,4.289783166508902e-05
ZNF180,ZNF180,0.14421135098261295,1.4051877293265036e-05,4.290760933877974e-05
WDR43,WDR43,0.14417852636184195,1.4115939286706527e-05,4.309633915754596e-05
NKG7,NKG7,0.14407767042783565,1.4314518610569516e-05,4.368865132381228e-05
EXTL3,EXTL3,0.14407485021900593,1.4320109478510296e-05,4.369873765672482e-05
AP2A1,AP2A1,0.14404680702097702,1.4375816404118295e-05,4.3861728741376094e-05
LRRC4,LRRC4,0.14404299723055622,1.4383400331853472e-05,4.387786424247991e-05
RELCH,RELCH,0.14403089092473897,1.4407524940794353e-05,4.393743446765859e-05
OXCT1,OXCT1,0.1440237216096606,1.4421829612450026e-05,4.3967029193298604e-05
MEGF9,MEGF9,0.1439473969906333,1.457495792527354e-05,4.441261290317292e-05
TEX30,TEX30,0.14392303125828798,1.462416740132556e-05,4.454126193058287e-05
TMEM150C,TMEM150C,0.143911243722348,1.4648030452696596e-05,4.46023478992811e-05
SMIM29,SMIM29,0.14391081927598434,1.4648890406052144e-05,4.46023478992811e-05
PLAC8L1,PLAC8L1,0.14388406098123463,1.47032014181293e-05,4.476058211618754e-05
FNDC8,FNDC8,0.1438767830288954,1.4718006522844589e-05,4.47985182618112e-05
PLK1,PLK1,0.14386800503111413,1.4735881961480113e-05,4.483864751571034e-05
KLHL21,KLHL21,0.14386501399055693,1.4741977610067697e-05,4.4850056026809486e-05
G6PC3,G6PC3,0.14383567016052518,1.4801906859556923e-05,4.501805085448378e-05
ZNF773,ZNF773,0.14382493696848686,1.4823885256701732e-05,4.507772298470468e-05
EML1,EML1,0.14381949567887142,1.4835039268800169e-05,4.510446566297363e-05
PLAGL2,PLAGL2,0.14381730652960087,1.4839529024019547e-05,4.510949562924219e-05
SNCB,SNCB,0.14380482853423882,1.4865145018685122e-05,4.5167262284559865e-05
GNRH1,GNRH1,0.1438026440946401,1.486963376761598e-05,4.517372051302915e-05
LAT,LAT,0.14379961234036415,1.4875865779867113e-05,4.518505225211402e-05
PRAME,PRAME,0.14379852986702257,1.487809149227338e-05,4.518505225211402e-05
ITFG2,ITFG2,0.1437943640622823,1.488665991111354e-05,4.5203892645104894e-05
NUP54,NUP54,0.1437730912918881,1.4930488013033348e-05,4.532257874688462e-05
FAAP24,FAAP24,0.14376713057061757,1.494279084822241e-05,4.5352722620478146e-05
KCTD10,KCTD10,0.14376493529791373,1.4947324287629076e-05,4.535927984728208e-05
GAL3ST3,GAL3ST3,0.14374195905890963,1.4994850953612207e-05,4.5482459637380724e-05
C22orf39,C22orf39,0.14374186096069488,1.4995054179166797e-05,4.5482459637380724e-05
B3GNTL1,B3GNTL1,0.14370401830494559,1.5073646958292966e-05,4.569908986641873e-05
ELMOD1,ELMOD1,0.1436971872391279,1.508787563688598e-05,4.573497348542269e-05
MADCAM1,MADCAM1,0.14369016544864524,1.5102514907368605e-05,4.577209013070412e-05
SCG3,SCG3,0.143677243132864,1.5129491138710795e-05,4.5839312587804226e-05
ALK,ALK,0.14366943693848733,1.5145809326630573e-05,4.5881481026710526e-05
ANKRD36C,ANKRD36C,0.1436421934529158,1.5202890881531196e-05,4.6047101758908064e-05
GPS2,GPS2,0.1435692608163167,1.535671159291674e-05,4.650563087747204e-05
CD33,CD33,0.14352196261268663,1.5457257856299482e-05,4.680270614971719e-05
HMX2,HMX2,0.14351448470680436,1.547321159600412e-05,4.684359196351264e-05
RAB29,RAB29,0.14346192407206046,1.5585790096876644e-05,4.716451393983452e-05
MAPK1IP1L,MAPK1IP1L,0.14346153811439907,1.5586619647289286e-05,4.716451393983452e-05
SYT4,SYT4,0.14345886405894376,1.5592368229359164e-05,4.717444107378924e-05
ENSA,ENSA,0.1434510561303124,1.560916496529097e-05,4.7217785774891096e-05
SETBP1,SETBP1,0.14341374610906676,1.5689665839485807e-05,4.745379153825494e-05
FRRS1L,FRRS1L,0.1433008378869999,1.5935692969514767e-05,4.8152192714554976e-05
SARS,SARS,0.1432970512348307,1.5944007381971873e-05,4.816970145509599e-05
RAB33B,RAB33B,0.14323782375363173,1.607459258022544e-05,4.8549324362669745e-05
ACAT2,ACAT2,0.1432377567057151,1.607474098306758e-05,4.8549324362669745e-05
TAF2,TAF2,0.14321212670614988,1.613156564179501e-05,4.871325074927514e-05
TP53TG3B,TP53TG3B,0.14320111206189495,1.615604505631388e-05,4.877176267394817e-05
SNX11,SNX11,0.14318148296579364,1.6199757247789517e-05,4.88959987038523e-05
TEX261,TEX261,0.143155021263015,1.625886317180182e-05,4.906665133075336e-05
SF3B2,SF3B2,0.14315379413289941,1.6261609111633882e-05,4.90671915025859e-05
KIF21B,KIF21B,0.14314962357366934,1.6270944839517848e-05,4.908761215394313e-05
TMEM237,TMEM237,0.14314770918595782,1.6275231872330323e-05,4.9092797418272707e-05
BSN,BSN,0.14314407319126732,1.628337718898023e-05,4.9109617382038044e-05
CRY2,CRY2,0.14313944109099458,1.6293759589413854e-05,4.9133177875318796e-05
ADPRHL2,ADPRHL2,0.14313545540741535,1.630269815152879e-05,4.9152377786509906e-05
ACAD11,ACAD11,0.14312421175448797,1.6327939078232414e-05,4.921295419117196e-05
SPATA45,SPATA45,0.1430948137544884,1.639411061735833e-05,4.940460735469092e-05
OR2W3,OR2W3,0.14308356012561246,1.641950872189177e-05,4.9473346345990094e-05
PNMA2,PNMA2,0.14302156696857848,1.656009246266465e-05,4.9865495813458545e-05
GOLGA8K,GOLGA8K,0.14301892059764715,1.6566119132641916e-05,4.987578630027567e-05
WBP11,WBP11,0.14300769198641367,1.659171364848984e-05,4.994497738439107e-05
PGM5,PGM5,0.1429871424236775,1.663865182247054e-05,5.007838601582812e-05
LY86,LY86,0.14298384302979394,1.664619987650806e-05,5.008533144017812e-05
RP2,RP2,0.1429286207398881,1.6773017029984245e-05,5.045895821972755e-05
ACKR1,ACKR1,0.1429097609338761,1.6816538470021142e-05,5.058192491808877e-05
FOXP2,FOXP2,0.14289446801895206,1.6851907707469327e-05,5.0680336033397765e-05
RPP40,RPP40,0.14288882541165604,1.6864975715296048e-05,5.0711658140299504e-05
ZNF138,ZNF138,0.14286975258668533,1.6909218871216958e-05,5.082870242543043e-05
FEV,FEV,0.14284641703239967,1.6963500471329757e-05,5.09719208815146e-05
OLFML3,OLFML3,0.14280493533456903,1.706040192689029e-05,5.125091667963349e-05
PLD6,PLD6,0.14278606835823632,1.710464929364508e-05,5.137576543809329e-05
MIS12,MIS12,0.14277372929342838,1.713364624234837e-05,5.145477579300693e-05
MED25,MED25,0.1427505060310822,1.7188348065919506e-05,5.1610944593159187e-05
NPAS4,NPAS4,0.1426672805113557,1.7385751471129556e-05,5.21790923803802e-05
GPR174,GPR174,0.14264144304031776,1.7447473030244773e-05,5.2356058997451935e-05
C8orf37,C8orf37,0.14264030614868578,1.745019366323653e-05,5.2356058997451935e-05
SIX3,SIX3,0.14259416747040224,1.7560946745061245e-05,5.267181814402098e-05
RBM23,RBM23,0.14259212390457926,1.7565867630912982e-05,5.267831185517754e-05
PRR11,PRR11,0.1425517956418112,1.766324644760137e-05,5.2962032289552975e-05
RGS17,RGS17,0.14252781363316797,1.7721397951950732e-05,5.311778832742681e-05
PHF3,PHF3,0.1425269362615499,1.772352884919321e-05,5.311778832742681e-05
POPDC2,POPDC2,0.14252524294174826,1.772764215196925e-05,5.312178707240825e-05
ZNF792,ZNF792,0.14252074016209876,1.7738584430680342e-05,5.314624473235967e-05
VSTM4,VSTM4,0.14248768687328323,1.7819104661437506e-05,5.3370759260949216e-05
SYF2,SYF2,0.14247261559049051,1.7855934697918414e-05,5.3472691798638644e-05
UBN2,UBN2,0.14245351020641306,1.7902727035631225e-05,5.360442156737012e-05
CD38,CD38,0.14241660274999948,1.7993450149767652e-05,5.3864500335386706e-05
TSHR,TSHR,0.142415883049753,1.799522360145328e-05,5.3864500335386706e-05
MYT1L,MYT1L,0.1424146302024079,1.7998311205890315e-05,5.3865307452731074e-05
GRM2,GRM2,0.14237238681082026,1.810271418207838e-05,5.4169283279653765e-05
SEC31A,SEC31A,0.14236813947793162,1.8113243117018542e-05,5.419230586661597e-05
PRRT4,PRRT4,0.14232580579020657,1.821850512225442e-05,5.449870507228376e-05
PEX11B,PEX11B,0.1423018490208359,1.82783307319094e-05,5.4660558814212794e-05
LY96,LY96,0.14227760541894982,1.833906280758044e-05,5.4833596991537634e-05
NUCKS1,NUCKS1,0.14226181432725055,1.8378723856652863e-05,5.494358875819823e-05
EPDR1,EPDR1,0.14225200639004315,1.8403398613097682e-05,5.500183103989573e-05
MTFMT,MTFMT,0.14217740353317707,1.859211797190068e-05,5.553810517782176e-05
RCL1,RCL1,0.1421670179410351,1.861853539597916e-05,5.560832876470963e-05
ATP11C,ATP11C,0.14216419206702088,1.8625729636478984e-05,5.562112513689982e-05
ZNF865,ZNF865,0.14209873508376056,1.8793114745527903e-05,5.61122131147713e-05
CDH10,CDH10,0.14208993635363415,1.881572342057128e-05,5.617094380512573e-05
ARMCX6,ARMCX6,0.14208509838588723,1.8828165782581412e-05,5.6190536913980285e-05
VPS11,VPS11,0.14206537978036365,1.8878959382554338e-05,5.632453700601314e-05
ANKFY1,ANKFY1,0.1420495852485083,1.891973883137887e-05,5.6437391972816335e-05
G3BP1,G3BP1,0.1420166472646128,1.900505009923441e-05,5.667418606035347e-05
TRIL,TRIL,0.14199964618892957,1.904922686131701e-05,5.67970630875175e-05
PEAK3,PEAK3,0.1419928909696785,1.906680717898026e-05,5.684061435218461e-05
ERH,ERH,0.14198287906307638,1.909289133704199e-05,5.6909499127952226e-05
TLR9,TLR9,0.14195108402272433,1.917595255525346e-05,5.713925691249726e-05
ATP2B3,ATP2B3,0.14194225969617086,1.919906602711625e-05,5.719921245453976e-05
MSRB3,MSRB3,0.14190184212683546,1.9305270312527088e-05,5.74797884772516e-05
C11orf94,C11orf94,0.1418818828653003,1.935792259771829e-05,5.761860642407118e-05
CCDC107,CCDC107,0.1418690641976823,1.9391810057440316e-05,5.771048563723675e-05
ZNF567,ZNF567,0.14181645145540298,1.9531488972823308e-05,5.8108079644438526e-05
TCP10L,TCP10L,0.14181026983525444,1.9547962900670715e-05,5.8148040903566876e-05
SALL1,SALL1,0.1418006831426808,1.957353743018618e-05,5.821505647705132e-05
BTRC,BTRC,0.1417593121031743,1.9684268731423944e-05,5.853528263863857e-05
C8orf48,C8orf48,0.14173900866142397,1.973882934837969e-05,5.8688399905782816e-05
RXRG,RXRG,0.14169593949948145,1.985504372149709e-05,5.902475283614571e-05
CTSK,CTSK,0.1416867870697745,1.987982356729535e-05,5.908922834533519e-05
TMEM158,TMEM158,0.14166358876102414,1.9942763853831763e-05,5.92670912726981e-05
SASS6,SASS6,0.1416605434293381,1.9951040321560014e-05,5.9282470969472974e-05
BRWD1,BRWD1,0.1416535869683884,1.9969958534107794e-05,5.9329461824599085e-05
C2orf81,C2orf81,0.14163052218355138,2.0032805688494732e-05,5.9497681904222626e-05
TRMT10A,TRMT10A,0.14162507697907423,2.0047670246297536e-05,5.953257989093947e-05
CLPB,CLPB,0.14160172947273755,2.011152423780921e-05,5.970364743061392e-05
KLHL22,KLHL22,0.14158903152038055,2.0146333478079017e-05,5.979224049951515e-05
ZNF778,ZNF778,0.14158856137917403,2.0147623387778032e-05,5.979224049951515e-05
ANP32B,ANP32B,0.14156573613194945,2.0210342726905847e-05,5.996906259310855e-05
NKAP,NKAP,0.14146810513833322,2.0480714562626657e-05,6.07524610280274e-05
CACNG7,CACNG7,0.14144604381854303,2.0542283956012916e-05,6.092564124424933e-05
NRXN2,NRXN2,0.14143587637141006,2.0570718762081765e-05,6.0991048415882265e-05
LRP8,LRP8,0.14131633513008007,2.0907852057283353e-05,6.197140519072279e-05
HOXC5,HOXC5,0.14128797979222385,2.0988587615038702e-05,6.219925677333636e-05
ZNF793,ZNF793,0.14128705269984154,2.099123230158477e-05,6.219925677333636e-05
EBF3,EBF3,0.1412737341057469,2.102926080189832e-05,6.230228149849448e-05
TMEM136,TMEM136,0.1412582601715541,2.107352566304645e-05,6.242374756688872e-05
LRR1,LRR1,0.1412325570759141,2.1147247921678635e-05,6.26324208278412e-05
HSPD1,HSPD1,0.1411423455658094,2.1407939444339507e-05,6.338487646817683e-05
MGAT5,MGAT5,0.1411383505031346,2.1419554633152566e-05,6.339974967543861e-05
NIFK,NIFK,0.14113833617313343,2.1419596306773873e-05,6.339974967543861e-05
SH3BP5,SH3BP5,0.14112035551760216,2.1471947284900466e-05,6.354486334585421e-05
SPCS3,SPCS3,0.14111433095982606,2.148951506508367e-05,6.358700936053783e-05
CLVS2,CLVS2,0.14110953867570034,2.1503499254225212e-05,6.361854020190603e-05
HOXB4,HOXB4,0.14109897391195078,2.1534358459119383e-05,6.369012253536546e-05
INVS,INVS,0.14109487367970036,2.154634638779323e-05,6.371571955486813e-05
MEIS3,MEIS3,0.14108926055688606,2.1562767868260554e-05,6.375441729339529e-05
WASHC2C,WASHC2C,0.14102872339860256,2.174062996270269e-05,6.426042086548043e-05
CUL9,CUL9,0.14101565119161918,2.1779219559254627e-05,6.435458059594253e-05
SLFN11,SLFN11,0.14099615139865335,2.183690459501965e-05,6.451505893876362e-05
UTS2R,UTS2R,0.14096888995338114,2.1917793868609532e-05,6.474403180319444e-05
ID2,ID2,0.14091535362174248,2.207747447352514e-05,6.519556999249698e-05
KCNIP4,KCNIP4,0.1409046865247704,2.2109422577984796e-05,6.527982894318495e-05
PAK3,PAK3,0.14087075024615256,2.221135465624165e-05,6.556053802564223e-05
LRFN2,LRFN2,0.1408660861518718,2.222539873042582e-05,6.559186301251962e-05
LRP5L,LRP5L,0.14085911391863995,2.2246408586898605e-05,6.564373265491924e-05
NUP85,NUP85,0.1408568217247506,2.2253319915798935e-05,6.565399138609303e-05
KCNH1,KCNH1,0.14081144040765364,2.2390572570233014e-05,6.604873374691421e-05
ERO1B,ERO1B,0.14080546707838765,2.2408698281555584e-05,6.609200241504938e-05
NARS2,NARS2,0.1408005247674679,2.2423705968253385e-05,6.612606287922916e-05
TTBK2,TTBK2,0.14078646031355777,2.2466465980566763e-05,6.624194003062374e-05
FCGR2B,FCGR2B,0.14077708127520633,2.249502401959183e-05,6.631591365430257e-05
FOXP4,FOXP4,0.14069101464507178,2.2758701892174727e-05,6.708289694200769e-05
ATG16L2,ATG16L2,0.1406694871484172,2.282511220214969e-05,6.726827316436807e-05
STMN2,STMN2,0.1406556719265133,2.286782781175588e-05,6.738377194723503e-05
TTC24,TTC24,0.14064521992426327,2.290019505657583e-05,6.746874668718356e-05
ACTR3,ACTR3,0.1406405154516904,2.2914777835033804e-05,6.750130656752522e-05
INPP5E,INPP5E,0.1406332261994092,2.2937390260027827e-05,6.755750613565977e-05
PROSER3,PROSER3,0.14060500599901438,2.3025133898915153e-05,6.780548982864938e-05
MIER1,MIER1,0.14057694097012646,2.3112711263176098e-05,6.805290754707503e-05
ARMH3,ARMH3,0.14056733428529647,2.3142761707577458e-05,6.813089327588836e-05
FAM186B,FAM186B,0.14052855107653522,2.3264456369017083e-05,6.847860848379451e-05
ARHGAP30,ARHGAP30,0.14051337867044034,2.331222985336841e-05,6.859810247031053e-05
NRL,NRL,0.1404886568716301,2.3390271287826575e-05,6.88171518649846e-05
GLCCI1,GLCCI1,0.14046995958809005,2.3449459380329554e-05,6.897005940221563e-05
SMAP1,SMAP1,0.1404090339474822,2.3643314213721604e-05,6.952813800642977e-05
TRAF3IP3,TRAF3IP3,0.1404080435873886,2.36464779063458e-05,6.952813800642977e-05
ASIC1,ASIC1,0.14039867647223528,2.3676420931027693e-05,6.960547310006066e-05
GXYLT1,GXYLT1,0.14038868419790707,2.3708402047822664e-05,6.968877520284949e-05
POLE2,POLE2,0.14033745393400482,2.3873014368247748e-05,7.012950202075544e-05
ALG9,ALG9,0.14032191758072488,2.3923149706290497e-05,7.025518614775584e-05
CWF19L1,CWF19L1,0.14031681779642513,2.3939628345048687e-05,7.029277969517752e-05
DISP3,DISP3,0.14030996952714267,2.3961773723152784e-05,7.034699811366387e-05
TMTC1,TMTC1,0.1402901827802782,2.4025867883959097e-05,7.052433424476016e-05
MTMR6,MTMR6,0.1402862884649877,2.4038501697210494e-05,7.055058497500055e-05
SRFBP1,SRFBP1,0.1402589931328616,2.4127229615841455e-05,7.080012190770793e-05
ITPR2,ITPR2,0.14023287682539362,2.4212416059405578e-05,7.102828928415248e-05
DMPK,DMPK,0.1402232997823924,2.4243726084740636e-05,7.110922573420551e-05
SIT1,SIT1,0.14022197516165458,2.4248059665557263e-05,7.111102493205386e-05
PRPH,PRPH,0.14021563574688545,2.426880965169867e-05,7.116095973189448e-05
DACH1,DACH1,0.1402067136041854,2.42980419200346e-05,7.123574713212597e-05
AP2A2,AP2A2,0.1401226409404602,2.4575142505463763e-05,7.203708771537186e-05
MPZ,MPZ,0.14010026662985617,2.464939156627226e-05,7.224365528814693e-05
NIF3L1,NIF3L1,0.14008911891979453,2.4686464668928075e-05,7.233013061719193e-05
KIF14,KIF14,0.14006925493508088,2.475265611772175e-05,7.251295351574733e-05
SF3B5,SF3B5,0.14005204303260868,2.4810146473584544e-05,7.267023442270435e-05
JCHAIN,JCHAIN,0.1400318932431593,2.4877610941251937e-05,7.285667736203934e-05
LTK,LTK,0.14000263559965606,2.4975880061617555e-05,7.312206270145805e-05
PGP,PGP,0.13997941140467318,2.505414666374277e-05,7.333997143605559e-05
GYPE,GYPE,0.13997143925602196,2.5081066827775294e-05,7.340753214100823e-05
C3orf62,C3orf62,0.13996459186958135,2.5104210847978263e-05,7.346402179410663e-05
GPAM,GPAM,0.13993505905688486,2.5204263697849185e-05,7.374552282020315e-05
MIXL1,MIXL1,0.13992264040753216,2.5246449260942496e-05,7.38395828586377e-05
CNTN4,CNTN4,0.13992218437327064,2.5247999663304003e-05,7.38395828586377e-05
FOXN4,FOXN4,0.1399033082098996,2.5312253277774666e-05,7.401617277109725e-05
GPLD1,GPLD1,0.13988472372862132,2.5375665696321675e-05,7.419024927886034e-05
SEPT7,SEPT7,0.13986635637277434,2.54384854579926e-05,7.436254007180434e-05
SSBP1,SSBP1,0.13986059594221723,2.545821759898104e-05,7.440884241659367e-05
ELN,ELN,0.1398506727780015,2.5492243117459733e-05,7.44855131749072e-05
PIGN,PIGN,0.13976922564964883,2.5773153377748086e-05,7.529479242177207e-05
MAPK12,MAPK12,0.13974439229010013,2.5859386422656708e-05,7.552363200444353e-05
CSF2RB,CSF2RB,0.13971726287003278,2.595390556000104e-05,7.577652432861155e-05
SYNPO2,SYNPO2,0.13970110784046796,2.6010345553754125e-05,7.591811807298978e-05
SLC10A4,SLC10A4,0.13968649934319813,2.606148282549836e-05,7.604415268041537e-05
MYO9A,MYO9A,0.13968249601748542,2.6075513184678163e-05,7.607347901787593e-05
NPM3,NPM3,0.1396750574277522,2.610160207610371e-05,7.613797095753434e-05
SNTB2,SNTB2,0.13966320845467,2.6143210410767044e-05,7.624770628651388e-05
GTPBP4,GTPBP4,0.13965460143578579,2.6173473919563063e-05,7.632432554880976e-05
GMCL1,GMCL1,0.13965033657908515,2.6188482086878298e-05,7.634853893668447e-05
STT3B,STT3B,0.1396499719466916,2.618976561903427e-05,7.634853893668447e-05
SSTR2,SSTR2,0.13962246051178068,2.6286780286483398e-05,7.661967142057489e-05
GRPEL2,GRPEL2,0.13961855802922135,2.6300569366812384e-05,7.66481755521602e-05
ITGA8,ITGA8,0.13957764390452398,2.644554987059039e-05,7.705894600249014e-05
ZCWPW2,ZCWPW2,0.1395468409772443,2.655520134294013e-05,7.735487254957338e-05
SUPT7L,SUPT7L,0.13954017223835952,2.6578997321900017e-05,7.741239277893019e-05
FNDC9,FNDC9,0.1395242153485875,2.6636018295482405e-05,7.754302310663207e-05
EFL1,EFL1,0.13951365643970634,2.667381374297538e-05,7.76412288254872e-05
TMEM218,TMEM218,0.13949544482836257,2.6739121584654917e-05,7.781947458749676e-05
ARPC5,ARPC5,0.1394928826563538,2.6748321846180294e-05,7.78343997700923e-05
FAM163B,FAM163B,0.13948566200666124,2.6774265966744805e-05,7.78980356094866e-05
ABCA3,ABCA3,0.13948149353749523,2.6789254339471824e-05,7.79297818747533e-05
TP53TG3D,TP53TG3D,0.13947423303704773,2.681537960839927e-05,7.799391071432624e-05
GBF1,GBF1,0.1394681136202719,2.6837417727810097e-05,7.804613416508291e-05
PTPN11,PTPN11,0.13944534528344954,2.6919565416299133e-05,7.82731203122236e-05
C3orf80,C3orf80,0.13943241189409047,2.6966335069152124e-05,7.839718552803693e-05
FES,FES,0.13941791162089806,2.701886259908483e-05,7.853794990594687e-05
KLHL11,KLHL11,0.13937715470381484,2.716702603749107e-05,7.895662197151312e-05
VRK3,VRK3,0.13937558902559796,2.7172733095536885e-05,7.896120296764785e-05
ZSWIM4,ZSWIM4,0.13936789623810986,2.720079063407714e-05,7.903072092573104e-05
GTF2E1,GTF2E1,0.13936604966517196,2.7207529643749295e-05,7.903828710338417e-05
MBD6,MBD6,0.13936440575375633,2.7213530380093365e-05,7.903999160860548e-05
