Gene,feature,corr,p-value,q-value
MRPL52,MRPL52,0.38719354761199876,0.01790627266037896,0.7685080766441813
FMNL3,FMNL3,0.387182072874877,0.017909960304699154,0.7685080766441813
DHRS4,DHRS4,0.3862728507954518,0.018204186556137075,0.7707039800165586
NR2F1,NR2F1,0.38574227584201387,0.018377743613339523,0.7716014363973891
RPUSD3,RPUSD3,0.3850641211612798,0.018601589715116593,0.7717740353703069
MBIP,MBIP,0.38502590361397493,0.01861427219788592,0.7717740353703069
CDIP1,CDIP1,0.38439612527601885,0.018824307880562934,0.775606096704547
CD2BP2,CD2BP2,0.3840281431959391,0.018947947265672893,0.775606096704547
SH3BP5,SH3BP5,0.3835952263397111,0.019094272735399105,0.775606096704547
SLC4A8,SLC4A8,0.3835531139136738,0.01910855696069266,0.775606096704547
TGFB1,TGFB1,0.38339176370138167,0.019163368455848668,0.775606096704547
FLCN,FLCN,0.38132579666182237,0.01987687823908915,0.775606096704547
TTBK1,TTBK1,0.3804559669566514,0.02018384910935076,0.775606096704547
MKRN3,MKRN3,0.38045165002341713,0.02018538240058568,0.775606096704547
DPYS,DPYS,0.3802543094235339,0.020255577789736048,0.775606096704547
SNRNP35,SNRNP35,0.38024398149021127,0.020259257105637314,0.775606096704547
MADCAM1,MADCAM1,0.38024080562754314,0.020260388615594836,0.775606096704547
C1orf21,C1orf21,0.3801715328681314,0.020285082529195846,0.775606096704547
WDR81,WDR81,0.37921792070523114,0.020627579505550428,0.7787422939659763
FHIT,FHIT,0.37894305843038883,0.020727188590909485,0.7787422939659763
CAVIN2,CAVIN2,0.37866051942371565,0.02082999723228124,0.7787422939659763
ZIC2,ZIC2,0.378488143333675,0.020892928896864234,0.7787422939659763
CKLF,CKLF,0.3778742115975537,0.02111835360903383,0.7832567002174207
BCAR1,BCAR1,0.37781720800954055,0.02113938669344856,0.7832567002174207
APEX1,APEX1,0.3775971387894517,0.021220751226140144,0.7832567002174207
MFGE8,MFGE8,0.37735796186276793,0.021309475893491112,0.7832567002174207
RNF32,RNF32,0.37633876098977703,0.02169102703451037,0.7832567002174207
ACOT7,ACOT7,0.3759159111945231,0.021850986367704835,0.7832567002174207
PATE2,PATE2,0.3755848548056372,0.021976905140478696,0.7832567002174207
MC1R,MC1R,0.37515256605779673,0.022142236146487596,0.7839123805309544
RGS14,RGS14,0.37487196662510086,0.02225010535841677,0.7839123805309544
SMARCB1,SMARCB1,0.3746081362687933,0.022351926297321786,0.7839123805309544
HYAL2,HYAL2,0.37438763583995555,0.02243732162996578,0.7839123805309544
PCOLCE,PCOLCE,0.3743317631046664,0.022459003011498713,0.7839123805309544
CCDC151,CCDC151,0.3742809159220914,0.022478749361413496,0.7839123805309544
AMFR,AMFR,0.3741965995922177,0.02251152515381011,0.7839123805309544
DNTTIP1,DNTTIP1,0.3732142432070718,0.022896326462110626,0.7839123805309544
NEMF,NEMF,0.3731083620610651,0.022938125610209845,0.7839123805309544
ERICH6,ERICH6,0.37300946706370164,0.022977224026090013,0.7839123805309544
SERPINI1,SERPINI1,0.3714221799375017,0.02361237337666462,0.785268620827269
ITGB5,ITGB5,0.37119860485528156,0.023702995605995803,0.785268620827269
SSBP4,SSBP4,0.37112394894148465,0.023733320243122438,0.785268620827269
MT-ND5,MT-ND5,0.37080422377455674,0.02386355430240326,0.785268620827269
TPGS1,TPGS1,0.37033225932863334,0.02405688285808785,0.785268620827269
TEAD2,TEAD2,0.3692391356798822,0.024509644350834074,0.785268620827269
C2orf73,C2orf73,0.3689265909776802,0.024640387447043804,0.785268620827269
TPM2,TPM2,0.3686738794310826,0.024746523150082498,0.785268620827269
CROCC,CROCC,0.3685522899410396,0.024797723962798203,0.785268620827269
CORO1A,CORO1A,0.3682009161966289,0.024946179207412014,0.785268620827269
SCHIP1,SCHIP1,0.36759499201562784,0.025203910081744732,0.785268620827269
LY6K,LY6K,0.3669150726106243,0.025495734656874283,0.785268620827269
NFATC1,NFATC1,0.3662339342932511,0.025790879384446068,0.785268620827269
BFAR,BFAR,0.3661694634273694,0.025818961067313132,0.785268620827269
DVL2,DVL2,0.36614458716689924,0.025829803218618327,0.785268620827269
HCN1,HCN1,0.36587644652136186,0.025946909674000426,0.785268620827269
FBXO43,FBXO43,0.3653290031855141,0.02618736042416855,0.785268620827269
FRMD4A,FRMD4A,0.36434140111731755,0.02662579663156969,0.785268620827269
MIPOL1,MIPOL1,0.36432874987556263,0.02663145210392944,0.785268620827269
GLIPR1L1,GLIPR1L1,0.36378341563727673,0.026876177005409514,0.7874405783721818
ARMC5,ARMC5,0.3625060721792872,0.027456672670623693,0.790068497248588
ENPEP,ENPEP,0.3623706319753063,0.0275188259842144,0.790068497248588
KCNH3,KCNH3,0.3623003878690101,0.02755110657071999,0.790068497248588
KLRC4,KLRC4,0.36203742084765117,0.02767223012097091,0.7913494199188624
CPNE2,CPNE2,0.3620076790080036,0.02768595691340066,0.7913494199188624
NEK10,NEK10,0.36190467107283525,0.027733541710248322,0.7914205805119643
CFDP1,CFDP1,0.36167185526355033,0.027841340073984793,0.7921636904511029
CCDC50,CCDC50,0.3598595688902516,0.02869232889501625,0.7980564909907913
APOBEC3H,APOBEC3H,0.3597478860614435,0.028745464229488853,0.7980564909907913
TUBB3,TUBB3,0.3595037091877764,0.02886191846227626,0.7989379637428208
ZNF771,ZNF771,0.3592759489135995,0.02897089298200532,0.8001793690959047
RFT1,RFT1,0.35884805890689814,0.029176537560590524,0.8013274400443877
CAMK2D,CAMK2D,0.3582909113867968,0.02944610203722186,0.8036999856193524
ENO3,ENO3,0.3572500021090633,0.02995521292475641,0.8065415101225891
IDI2,IDI2,0.3568414998044373,0.03015697872817422,0.8065415101225891
PGBD2,PGBD2,0.35596087629269924,0.03059573219604821,0.8065415101225891
B9D1,B9D1,0.35591688838881425,0.030617785029940735,0.8065415101225891
AP1M1,AP1M1,0.3558414827665287,0.030655619141723826,0.8065415101225891
ANK2,ANK2,0.35578301846625876,0.030684979504510206,0.8065415101225891
C19orf44,C19orf44,0.35523105711122,0.03096331018056909,0.8065415101225891
SCN1B,SCN1B,0.35519289749240124,0.030982628779031355,0.8065415101225891
SLITRK6,SLITRK6,0.3545758169354094,0.03129640634585433,0.8065415101225891
ARHGEF40,ARHGEF40,0.354378594507617,0.03139723941033987,0.8065415101225891
EOGT,EOGT,0.3538625697561967,0.03166232645570135,0.8065415101225891
TOX2,TOX2,0.35259600876847436,0.032320758342557765,0.8065415101225891
MEX3B,MEX3B,0.3523465578273228,0.032451750293652874,0.8065415101225891
SLC9B1,SLC9B1,0.35222032692060345,0.03251820231233649,0.8065415101225891
B4GALT6,B4GALT6,0.35190172356066335,0.03268642112348801,0.8065415101225891
ABCA1,ABCA1,0.351862933507173,0.03270695038025262,0.8065415101225891
MPDU1,MPDU1,0.35158428859308416,0.03285473097837334,0.8065415101225891
AKR7A2,AKR7A2,0.3513881050449299,0.03295910535934782,0.8065415101225891
GPIHBP1,GPIHBP1,0.3509630939356898,0.033186152516720246,0.8065415101225891
TMIGD2,TMIGD2,0.35086447358031453,0.03323901947348525,0.8065415101225891
ADAMTS13,ADAMTS13,0.3505604454677353,0.03340243222554132,0.8065415101225891
CEP250,CEP250,0.3504994583949129,0.033435291308289865,0.8065415101225891
WDR6,WDR6,0.35025568753670583,0.03356689620762024,0.8065415101225891
PLAT,PLAT,0.34984146806890964,0.033791492792914594,0.8065415101225891
PSMB11,PSMB11,0.3497753819656132,0.03382743914705278,0.8065415101225891
B3GALT1,B3GALT1,0.349734939911947,0.03384945229398022,0.8065415101225891
DNAJC18,DNAJC18,0.3495967323121348,0.03392476893927671,0.8065415101225891
C2CD4C,C2CD4C,0.34952696718153015,0.03396283965194422,0.8065415101225891
SOGA1,SOGA1,0.34944425993097955,0.03400801809063909,0.8065415101225891
ZFPM2,ZFPM2,0.348138113308777,0.03472803131607644,0.8165859895797635
ARRB2,ARRB2,0.34744602007321557,0.03511456391032702,0.8165859895797635
ACOX2,ACOX2,0.34704447500671554,0.03534043083933531,0.8165859895797635
BRMS1L,BRMS1L,0.34664031288670266,0.03556896546873612,0.8165859895797635
CCDC184,CCDC184,0.34632441548943194,0.03574842865016074,0.8165859895797635
DPF1,DPF1,0.34622013970928933,0.035807830184060016,0.8165859895797635
LTK,LTK,0.3462038954785098,0.035817091081949484,0.8165859895797635
BLVRA,BLVRA,0.3461449912982248,0.035850688962383394,0.8165859895797635
SCUBE2,SCUBE2,0.3460900627376442,0.03588204237165828,0.8165859895797635
KLRC2,KLRC2,0.3455561223190061,0.03618798386257653,0.8165859895797635
NEDD8,NEDD8,0.34555310594556443,0.03618971822844827,0.8165859895797635
AK5,AK5,0.34540187081005563,0.03627676287151897,0.8165859895797635
PFDN4,PFDN4,0.3444044487187824,0.03685511999618198,0.8165859895797635
PDLIM3,PDLIM3,0.3440969986647343,0.03703490183194695,0.8165859895797635
RAB39A,RAB39A,0.3434878096336366,0.03739323495010253,0.8165859895797635
SKIDA1,SKIDA1,0.34340332804935697,0.03744315015572583,0.8165859895797635
C2orf76,C2orf76,0.3432060346566619,0.03755993041303581,0.8165859895797635
DOCK9,DOCK9,0.34295782898045324,0.03770726697058907,0.8165859895797635
LAG3,LAG3,0.34251705081187905,0.037970074479118,0.8165859895797635
SLC25A21,SLC25A21,0.34227173503154285,0.03811698436644182,0.8165859895797635
METTL9,METTL9,0.34224518767353573,0.038132910198970645,0.8165859895797635
PHF21B,PHF21B,0.34221684471626507,0.038149919187071064,0.8165859895797635
OR2B6,OR2B6,0.34182809665361064,0.03838383521476986,0.8165859895797635
CYB5B,CYB5B,0.34168801287166517,0.03846841107351856,0.8165859895797635
MME,MME,0.34162647470163976,0.03850561271186019,0.8165859895797635
ACADVL,ACADVL,0.34153455533100036,0.03856123512639855,0.8165859895797635
NKG7,NKG7,0.3412836624876704,0.03871338823355119,0.8165859895797635
UBXN8,UBXN8,0.34121952082525914,0.038752364910052295,0.8165859895797635
FSD1,FSD1,0.3410002723003393,0.03888583547144576,0.8165859895797635
UBB,UBB,0.34082851250607127,0.03899065724395428,0.8165859895797635
C14orf119,C14orf119,0.34065970625194275,0.03909390000657884,0.8165859895797635
ELP6,ELP6,0.34046070892217234,0.039215892765795644,0.8165859895797635
TCF4,TCF4,0.3404155010124953,0.039243649933554156,0.8165859895797635
PPM1N,PPM1N,0.340251183127079,0.03934467372223209,0.8165859895797635
TPP2,TPP2,0.3401735846703781,0.03939245513359724,0.8165859895797635
PHC2,PHC2,0.34008260358525777,0.039448536903599514,0.8165859895797635
PARK7,PARK7,0.3395873460189098,0.03975495689584702,0.8165859895797635
ANTXR2,ANTXR2,0.3393430340151578,0.03990682450745859,0.8165859895797635
PDHB,PDHB,0.3392988725938382,0.03993432599562449,0.8165859895797635
EDA2R,EDA2R,0.3392905353293112,0.0399395197449515,0.8165859895797635
IQCG,IQCG,0.3390111875757844,0.04011385811963846,0.8165859895797635
DOCK11,DOCK11,0.338698381971638,0.04030980919068826,0.8165859895797635
NPIPA8,NPIPA8,0.3386598139601702,0.040334023034011214,0.8165859895797635
LIMS4,LIMS4,0.3381813729019842,0.04063538054293366,0.8165859895797635
CCDC88A,CCDC88A,0.33745983518996653,0.04109330723384173,0.8165859895797635
ARC,ARC,0.33669938236395397,0.04158044685951894,0.8165859895797635
KIF17,KIF17,0.3364567655485763,0.04173684512973343,0.8165859895797635
USP22,USP22,0.33635924412157975,0.04179984445258219,0.8165859895797635
HSD17B1,HSD17B1,0.33563890975432525,0.0422675714578417,0.8165859895797635
NPB,NPB,0.33541965819119846,0.04241077310125665,0.8165859895797635
DACH1,DACH1,0.3350413918612505,0.04265875568122695,0.8165859895797635
TIMM22,TIMM22,0.33486600255366633,0.04277413394335482,0.8165859895797635
APC2,APC2,0.3348136725651283,0.04280860757083979,0.8165859895797635
SLC6A16,SLC6A16,0.3339596296535605,0.04337440994300181,0.8165859895797635
BBIP1,BBIP1,0.3339492009416505,0.04338135610046127,0.8165859895797635
CDH10,CDH10,0.3335756979953378,0.04363072482769232,0.8165859895797635
RIPPLY2,RIPPLY2,0.3334330732779732,0.043726252901359626,0.8165859895797635
DLX2,DLX2,0.33340063753864096,0.04374800146772892,0.8165859895797635
GLUD2,GLUD2,0.33332666216980605,0.04379763554917921,0.8165859895797635
MYOC,MYOC,0.33314504035069703,0.04391968832970745,0.8165859895797635
SIAH1,SIAH1,0.3331365595375273,0.04392539427566938,0.8165859895797635
CACNA2D4,CACNA2D4,0.33247009036991576,0.04437567394861021,0.8165859895797635
RNF14,RNF14,0.3323939039460818,0.04442738332919292,0.8165859895797635
HOXC8,HOXC8,0.33228546481576576,0.04450106715183556,0.8165859895797635
MICU3,MICU3,0.33192575755455583,0.04474619255440556,0.8180833995476222
RCN3,RCN3,0.3318008741534333,0.04483154957136444,0.8180833995476222
VGF,VGF,0.33171589914311866,0.044889704487997735,0.8180833995476222
MAD2L2,MAD2L2,0.3310808638197085,0.04532623634736188,0.8189564692289165
AMDHD1,AMDHD1,0.33091945475390055,0.04543773468306652,0.8189564692289165
LGALS1,LGALS1,0.33076141859263775,0.04554711712006588,0.8189564692289165
PIGF,PIGF,0.32979197436888613,0.04622275500275482,0.8189564692289165
MT-CO1,MT-CO1,0.3296595848810411,0.04631564456477201,0.8189564692289165
HCAR1,HCAR1,0.3290894234441432,0.046717410433629106,0.8189564692289165
PHF23,PHF23,0.32905136918901756,0.04674432498415929,0.8189564692289165
SELENON,SELENON,0.32872512891304684,0.04697557655743464,0.8189564692289165
NTRK1,NTRK1,0.3284957037062922,0.04713875237214707,0.8189564692289165
NUTF2,NUTF2,0.3282386095082243,0.047322148727464174,0.8189564692289165
ADAM20,ADAM20,0.32772433305745735,0.047690725840695135,0.8189564692289165
SLC38A2,SLC38A2,0.3275045960520893,0.047848911191846484,0.8189564692289165
STARD9,STARD9,0.32744976816381827,0.04788844661498674,0.8189564692289165
TMEM131,TMEM131,0.32736231963925855,0.04795155852102919,0.8189564692289165
ANKRD34A,ANKRD34A,0.32727108119028314,0.04801747684942102,0.8189564692289165
PIANP,PIANP,0.32724791542524934,0.04803422533045995,0.8189564692289165
ONECUT3,ONECUT3,0.32714594852038564,0.048108001591275575,0.8189564692289165
CCDC74B,CCDC74B,0.3268971749474903,0.048288379103502206,0.8189564692289165
FUZ,FUZ,0.32687889560818717,0.048301654243329786,0.8189564692289165
RIMBP3C,RIMBP3C,0.32684577056272945,0.048325718358918766,0.8189564692289165
CFHR3,CFHR3,0.3264522725472907,0.048612317300126565,0.8189564692289165
FAM243A,FAM243A,0.3259897920723848,0.048950901469497654,0.8189564692289165
ZFP90,ZFP90,0.3259597002866791,0.048972997223057584,0.8189564692289165
HBA1,HBA1,0.3259224072140804,0.04900039183362447,0.8189564692289165
ITGA1,ITGA1,0.3257920586806406,0.049096239416610295,0.8189564692289165
LIN28B,LIN28B,0.3256738558723009,0.04918328605000868,0.8189564692289165
PAG1,PAG1,0.3256353866732097,0.049211642140212085,0.8189564692289165
ZDHHC22,ZDHHC22,0.32539557429773924,0.049388706494256314,0.8189564692289165
NSMCE1,NSMCE1,0.32531083801320493,0.04945139319019633,0.8189564692289165
PFDN1,PFDN1,0.32494145002468017,0.049725407065636926,0.8189564692289165
PFAS,PFAS,0.3248880126000752,0.04976514782557194,0.8189564692289165
SPATA18,SPATA18,0.32475367935494215,0.049865162305337954,0.8189564692289165
VMO1,VMO1,0.32464684633608176,0.04994481716468078,0.8189564692289165
SCRT1,SCRT1,0.32464299133840924,0.04994769336242331,0.8189564692289165
LONP2,LONP2,0.32391441668145254,0.05049366857089855,0.8189564692289165
PYGO1,PYGO1,0.32386219823985796,0.050532982631211615,0.8189564692289165
SPRED2,SPRED2,0.3237173705052681,0.050642148429999714,0.8189564692289165
BCHE,BCHE,0.32360722282002846,0.05072530009463356,0.8189564692289165
SLC17A7,SLC17A7,0.3235491125861064,0.05076921217571845,0.8189564692289165
SPAG7,SPAG7,0.3233935918856728,0.05088688408565834,0.8189564692289165
TRMT1,TRMT1,0.32338786694302263,0.0508912199238895,0.8189564692289165
FRAT1,FRAT1,0.3233236357716017,0.050939886278501025,0.8189564692289165
MT-CO3,MT-CO3,0.3232229414513062,0.05101625485007195,0.8189564692289165
OTOGL,OTOGL,0.323116203938621,0.05109730676256743,0.8189564692289165
SPSB4,SPSB4,0.3227121875949895,0.051405033672691704,0.8189564692289165
COTL1,COTL1,0.32266683049737444,0.051439673195507636,0.8189564692289165
DIRAS1,DIRAS1,0.3225622321313744,0.0515196268937488,0.8189564692289165
STN1,STN1,0.3225509767976006,0.051528236254959316,0.8189564692289165
SATB2,SATB2,0.3224808275229753,0.051581920362225774,0.8189564692289165
COMMD3,COMMD3,0.32238917221372093,0.051652130120676626,0.8189564692289165
CUBN,CUBN,0.32237259866815066,0.051664833940199044,0.8189564692289165
ZEB1,ZEB1,0.3220389147005749,0.05192113895796309,0.8189564692289165
B4GALNT1,B4GALNT1,0.3220338196187471,0.05192506039520739,0.8189564692289165
FILIP1,FILIP1,0.321692397813746,0.05218837650812625,0.8202282938637585
HTR7,HTR7,0.3213950114723443,0.052418600078192844,0.8202282938637585
EIF4G3,EIF4G3,0.32130762341988633,0.052486406235082474,0.8202282938637585
TMEM121,TMEM121,0.32121859858113005,0.052555554487248524,0.8202282938637585
PLPP7,PLPP7,0.32095056035529407,0.05276418755741217,0.8202282938637585
B4GAT1,B4GAT1,0.3203326942740942,0.05324763803626578,0.8202282938637585
FOXD3,FOXD3,0.3201160237857113,0.053418007731429136,0.8202282938637585
GPR180,GPR180,0.3199043502386859,0.05358486838464134,0.8202282938637585
XPC,XPC,0.319583060473287,0.05383893362163502,0.8202282938637585
PGLYRP1,PGLYRP1,0.3192768284337766,0.05408198581073862,0.8202282938637585
CHD3,CHD3,0.31925048425950353,0.054102935656975264,0.8202282938637585
HOXC4,HOXC4,0.31919765965740765,0.05414496321446092,0.8202282938637585
TBCK,TBCK,0.31904876966005236,0.05426356115648956,0.8202282938637585
ABCC5,ABCC5,0.31879567487687316,0.0544656386683594,0.8202282938637585
MMP16,MMP16,0.31876676870106013,0.05448875625935247,0.8202282938637585
LTBP4,LTBP4,0.3185844705229916,0.05463472882667739,0.8202282938637585
IL17RD,IL17RD,0.31833117461652144,0.05483806929922968,0.8202282938637585
CYB5D2,CYB5D2,0.3182127518442653,0.05493334331430753,0.8202282938637585
NRGN,NRGN,0.3180687629328254,0.055049363638127555,0.8202282938637585
TFB1M,TFB1M,0.31803369235619566,0.055077651622359766,0.8202282938637585
CTRC,CTRC,0.3179258167685809,0.05516473689004109,0.8202282938637585
NYAP1,NYAP1,0.3178606754780296,0.05521737694950036,0.8202282938637585
CALY,CALY,0.3177854788964579,0.05527819236661136,0.8202282938637585
SF3B3,SF3B3,0.31765598152383145,0.05538304878793923,0.8202282938637585
GBX2,GBX2,0.3174023794813157,0.055588854153640024,0.8202282938637585
GINS3,GINS3,0.31681060037238024,0.05607146996248619,0.8202282938637585
SLC39A10,SLC39A10,0.3163546637078338,0.05644557232954528,0.8202282938637585
ERRFI1,ERRFI1,0.3162687739075838,0.05651626796241432,0.8202282938637585
ZBTB40,ZBTB40,0.31609863290148266,0.05665651855866187,0.8202282938637585
CCR10,CCR10,0.3160499900618926,0.05669666668161667,0.8202282938637585
NPAS3,NPAS3,0.31601175335138826,0.05672824183340789,0.8202282938637585
MT-CYB,MT-CYB,0.31597055806958907,0.05676227577356639,0.8202282938637585
PLEKHG2,PLEKHG2,0.3157299586561528,0.056961374313947,0.8202282938637585
CHTF8,CHTF8,0.3156688808470858,0.05701200515202319,0.8202282938637585
RGS1,RGS1,0.31559146045239944,0.057076234720891926,0.8202282938637585
NPTXR,NPTXR,0.3151105774019095,0.05747647534456011,0.8202282938637585
TBX1,TBX1,0.31503513589381815,0.05753946756688574,0.8202282938637585
ZNF280B,ZNF280B,0.3148478130979773,0.057696115880685114,0.8202282938637585
ZEB2,ZEB2,0.3147080261447653,0.05781323315702949,0.8202282938637585
ZNF768,ZNF768,0.31469456458006473,0.05782452158520028,0.8202282938637585
LCE1B,LCE1B,0.31419208581663904,0.05824713842097054,0.8202282938637585
MCTP1,MCTP1,0.3139802580156929,0.05842603275690166,0.8202282938637585
ST8SIA4,ST8SIA4,0.3139559786195528,0.058446565211686556,0.8202282938637585
SHISA7,SHISA7,0.3138908071842714,0.05850170734008335,0.8202282938637585
PHGDH,PHGDH,0.313827247542382,0.058555525504722365,0.8202282938637585
PSMD6,PSMD6,0.31313730612207435,0.0591422563019804,0.8202282938637585
LRCH3,LRCH3,0.3130107714216477,0.05925036682292697,0.8202282938637585
NCKAP5L,NCKAP5L,0.31284020081833036,0.05939634948570064,0.8202282938637585
PPP1R3E,PPP1R3E,0.3127495481920355,0.05947405049064027,0.8202282938637585
HOXC5,HOXC5,0.3125600635418524,0.05963672374055012,0.8202282938637585
HSDL1,HSDL1,0.3125485563856102,0.059646614031411596,0.8202282938637585
CRIP2,CRIP2,0.3125379108641928,0.0596557649138983,0.8202282938637585
TRDMT1,TRDMT1,0.31239412059532223,0.059779476061500504,0.8202282938637585
PRKCA,PRKCA,0.3122887545073012,0.059870257754213556,0.8202282938637585
DYNC2H1,DYNC2H1,0.3122880619367515,0.05987085482309584,0.8202282938637585
TLE6,TLE6,0.31182269992868894,0.06027311477830647,0.8202282938637585
ENPP3,ENPP3,0.3111623112540235,0.06084763020571029,0.8202282938637585
CFAP206,CFAP206,0.3108543418550566,0.06111703207181337,0.8202282938637585
