feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean,GeneName
HOGA1,4.205677032089556,2.6030173716349007e-05,0.5723201528645647,0.01475969086867793,1.1651962636106348,-0.7215093231993507,HOGA1
CLMN,4.08403700874148,4.425997714419974e-05,0.5557670423366193,0.01475969086867793,0.6794658114676349,-0.8468366938815907,CLMN
EAA3,3.9821831643910155,6.828512166135565e-05,0.5419064897255361,0.01488615652217553,1.1309893776948485,-0.5143324985144021,SLC1A1
CO4A1,3.960590171906697,7.476475346732559e-05,0.5389680556362955,0.01564934138135864,0.9655360623615088,-0.93836430490598,COL4A1
A0A087WVQ6,3.940737464575112,8.123149196021505e-05,0.5362664443598958,0.01564934138135864,0.691465287473221,-1.0965989423349947,CLTC
HYEP,3.940737464575112,8.123149196021505e-05,0.5362664443598958,0.01564934138135864,0.8656010103436296,-0.4923956041965946,EPHX1
GRB14,3.9287568561547057,8.538611752197998e-05,0.5346360900577799,0.016075877217092777,0.8462999788377982,-0.6240771925318893,GRB14
DJC10,3.869087692491928,0.00010924334900816925,0.526516145371534,0.018853581316326543,0.8841254090286516,-0.6007781914150513,DNAJC10
A0A2R8Y566,3.8021665650304293,0.0001434362380919764,0.5174093334108436,0.019164932199256975,0.891597499226577,-0.5736064573225665,RELCH
NBEL1,3.8021665650304293,0.0001434362380919764,0.5174093334108436,0.019164932199256975,0.8628975794867226,-0.5375158373155234,NBEAL1
ITB1,3.8153503634295403,0.00013598984397935956,0.5192034211302627,0.019164932199256975,1.3425989823315132,-0.31458041052073626,ITGB1
GCSP,3.8392481428958884,0.00012341165315581397,0.5224554970012691,0.019164932199256975,1.703464942455139,-0.399725563375703,GLDC
TRM2,3.8199554386602306,0.00013347578620547142,0.519830092493725,0.019164932199256975,0.8109232001757525,-0.8358657755455403,TRMT2B
SPTB2,3.8392481428958884,0.00012341165315581397,0.5224554970012691,0.019164932199256975,1.04445031993669,-0.44659363737079466,SPTBN1
TRI25,3.8153503634295403,0.00013598984397935956,0.5192034211302627,0.019164932199256975,0.6901745144283334,-0.751629530235197,TRIM25
SYIM,3.7974379204087447,0.00014619937478323427,0.5167658463831724,0.019224057471497028,0.7177395928269567,-0.9344627426031102,IARS2
ST1A1,3.7823636141708956,0.00015534621286951745,0.5147144931326622,0.019975280199698985,0.9210959861091889,-0.5505131863097497,SULT1A1
EPDR1,3.7795254773879488,0.00015712751625263812,0.514328271636082,0.019975280199698985,0.8420101309834243,-0.5138793583451352,EPDR1
E7EWW9,3.7654004754794332,0.00016628234869767245,0.5124061023420985,0.019975280199698985,0.9587760539139876,-0.49370057521527827,GSTM1
C9JY79,3.7620773259532574,0.00016850792904909463,0.5119538789710928,0.019975280199698985,0.8321173359835127,-0.6947109082224272,SPTBN4
RTN4,3.7616130343671528,0.0001688210962505605,0.5118906968889915,0.019975280199698985,0.8021023423327133,-0.3111804614861311,RTN4
AIDA,3.7616130343671528,0.0001688210962505605,0.5118906968889915,0.019975280199698985,0.7370972076005885,-1.2425590207058712,AIDA
A0A0U1RRM6,3.725788148325561,0.00019470588585063556,0.5070155473948106,0.021512634402460474,0.7351558674500219,-0.7713462856952267,ENAH
ARH40,3.7229547615922955,0.00019690481300900316,0.5066299722981178,0.021512634402460474,1.024306464152858,-0.5792037126942527,ARHGEF40
PTPRM,3.7229547615922955,0.00019690481300900316,0.5066299722981178,0.021512634402460474,0.4998967997060374,-0.6224717526820382,PTPRM
B7Z596,3.72236732718824,0.000197363618371197,0.5065500326010459,0.021512634402460474,0.7269315383649171,-0.8766303811819427,TPM1
UBS3B,3.703151810732762,0.00021293736980164938,0.5039351320199362,0.02232877432198561,0.7605795036064615,-0.6454773158801868,UBASH3B
GALK1,3.703151810732762,0.00021293736980164938,0.5039351320199362,0.02232877432198561,1.0356456600530994,-0.6859627585804343,GALK1
PEPL1,3.703151810732762,0.00021293736980164938,0.5039351320199362,0.02232877432198561,0.84122082677089,-0.7862989768580941,NPEPL1
SPT20,3.6833488598732282,0.00023018978924874554,0.5012402917417548,0.02270109778734057,0.8610345548725039,-0.4206634375018361,SPATA20
UGGG1,3.672050819263173,0.00024061181889444718,0.4997028231535393,0.023177073345600006,1.4109660192853348,-0.5712335529308624,UGGT1
AP3B1,3.672050819263173,0.00024061181889444718,0.4997028231535393,0.023177073345600006,1.1085646020138156,-0.5681236257985809,AP3B1
VPS50,3.663545909013695,0.00024874760778075623,0.4985454514635733,0.023685346929376832,0.5076933047770636,-0.8433265880431473,VPS50
AP3M1,3.6437429581541614,0.0002687017715824547,0.4958506111853918,0.0247787773445422,1.2463100396265263,-1.2666658229945986,AP3M1
PLPL4,3.643262080314644,0.00026920448587745025,0.49578517200009015,0.0247787773445422,0.6157087319934501,-0.6842581959173869,PNPLA4
AMPB,3.636225933221581,0.00027666169853422876,0.4948276736593584,0.024911581637582076,0.809653120770373,-0.5980854834623065,RNPEP
RHDF2,3.618313490200785,0.00029652908025970016,0.492390098912268,0.02613241383905698,0.7728436745577902,-0.33480228150769775,RHBDF2
TNAP2,3.6041370564350945,0.000313191764730203,0.4904609306290289,0.026586345885889855,0.8283816200322235,-0.3740655293526198,TNFAIP2
TRI47,3.600401047179989,0.0003177267313741062,0.48995252416517754,0.026586345885889855,0.41650582353945464,-1.0461308162075575,TRIM47
SYNPO,3.584334105575561,0.0003379392756735195,0.4877660903508474,0.02685092666778485,0.7307350689862894,-0.6707691405730191,SYNPO
TGFB2,3.584334105575561,0.0003379392756735195,0.4877660903508474,0.02685092666778485,0.6828744902390707,-0.5137176376328861,TGFB2
SPIR1,3.591081575427399,0.0003293085354878574,0.4886843046948372,0.02685092666778485,1.0595883683550822,-0.5531214759054301,SPIRE1
KIBRA,3.5909242322980393,0.00032950742351102317,0.48866289300697807,0.02685092666778485,0.7804103677012111,-0.5770023724314473,WWC1
CUL9,3.556412878499666,0.0003759530763569912,0.4839664926103849,0.027090118849894804,1.1665689410180362,-0.6385785135764335,CUL9
CEP89,3.5748084311119297,0.00035048442502453003,0.4864698102457498,0.027090118849894804,0.9053275240619403,-0.5361967799424179,CEP89
GAMT,3.570404665256336,0.00035643016331293536,0.48587053361836674,0.027090118849894804,0.6364279627984715,-1.0093240129106842,GAMT
PCDB8,3.567913307198835,0.0003598355108264818,0.48553150272906404,0.027090118849894804,1.0863607580269432,-0.5768309492705209,PCDHB8
LNP,3.564576161138397,0.0003644446199083199,0.4850773746709967,0.027090118849894804,0.7974314997603863,-0.42079766485264253,LNPK
FLNA,3.564576161138397,0.0003644446199083199,0.4850773746709967,0.027090118849894804,0.5694366591328467,-0.8267081230200906,FLNA
A0A0D9SFE4,3.5645311547160277,0.0003645071562425882,0.48507125007266594,0.027090118849894804,0.9873338026817539,-0.4537077953102866,DNM1
NOVA1,3.5568715264943456,0.00037529757841088334,0.48402890669696913,0.027090118849894804,0.8668058428746984,-0.558405578530414,NOVA1
ZBT41,3.556412878499666,0.0003759530763569912,0.4839664926103849,0.027090118849894804,1.0083273247046016,-0.5446382626776474,ZBTB41
A0A1C7CYZ0,3.546663718117601,0.0003901422455724944,0.48263979992390627,0.027591204711025837,0.596370167017786,-0.7021037849465683,ABR
HSPB8,3.544728203856494,0.0003930181260141295,0.48237640979448443,0.027591204711025837,0.6156903311035635,-0.6678551908827806,HSPB8
ARG28,3.505122302137427,0.00045639757199760465,0.4769867292381215,0.028005907306875237,0.711742537030367,-0.7909619052439126,ARHGEF28
VCAM1,3.5178615862560627,0.00043503921348741716,0.47872032622584365,0.028005907306875237,1.3344901387266381,-1.38087317855671,VCAM1
CYFP2,3.505122302137427,0.00045639757199760465,0.4769867292381215,0.028005907306875237,1.48742075302687,-0.5376203846114261,CYFIP2
LEG9B,3.505122302137427,0.00045639757199760465,0.4769867292381215,0.028005907306875237,1.1827959903208678,-0.41625424415229356,LGALS9B
PCAT1,3.505122302137427,0.00045639757199760465,0.4769867292381215,0.028005907306875237,0.8067436131615917,-0.5304580159227699,LPCAT1
A0A0A0MR85,3.5287181598778687,0.00041757759970679483,0.48019771876630946,0.028005907306875237,1.3839716173139809,-1.0578418944503707,GSTM4
HEMH,3.510838832076009,0.00044669513143579686,0.4777646504297254,0.028005907306875237,1.0145467009094222,-0.4896769998591264,FECH
CGAT1,3.51760788283619,0.0004354553032747999,0.478685801563361,0.028005907306875237,0.8744059526442497,-1.1005861536603248,CSGALNACT1
FARP1,3.5249252529969604,0.000423602300519246,0.479681569516303,0.028005907306875237,1.2557489041947114,-0.543415837449859,FARP1
RSAD1,3.508962882793221,0.00044985768055937064,0.4775093660671603,0.028005907306875237,0.6500087935271631,-0.7044427587728131,RSAD1
H3BQK9,3.475013946034417,0.0005108267932862481,0.4728895009355445,0.03022635111130914,0.7868607694895745,-0.3830132345348627,MACF1
ANKS3,3.4666276123635082,0.0005270314928023016,0.4717482654740751,0.030964034655136644,1.1673562475965298,-0.5685695855549615,ANKS3
DP13B,3.457101503013621,0.0005460191421410003,0.47045192618845405,0.031630927087384936,0.9196539893364349,-0.5007472002095464,APPL2
RETR2,3.4474704685579174,0.0005658622651621189,0.46914130840447416,0.03209649667677009,0.2800651560701056,-1.1674953581137248,RETREG2
COIA1,3.4457134495588266,0.0005695539608263161,0.46890220840357705,0.03209649667677009,0.9206327169576008,-0.35282182105134713,COL18A1
MELPH,3.4477596840715505,0.0005652567308437188,0.46918066565081296,0.03209649667677009,0.6618173566965532,-1.0484706284545764,MLPH
TCPR1,3.442254517262801,0.0005768871936455955,0.4684315073380162,0.03229009129837915,0.7155140706282731,-0.5393053970115906,TECPR1
CASP8,3.425910498699293,0.0006127422538925609,0.4662073681253956,0.0338397122083065,0.6731505158047819,-0.8475552302415948,CASP8
SPRE,3.4212766169720292,0.0006232790339247606,0.46557677669427316,0.03419366567571336,0.614804448098677,-0.5366213003494276,SPR
ASM,3.4061075478397598,0.0006589621512934893,0.46351252784721414,0.03534586231341503,0.8219861640440579,-0.8086763761494039,SMPD1
BIG2,3.4033641739512333,0.000665614983207719,0.4631392019471827,0.03534586231341503,1.0260232845733177,-0.5717483670539378,ARFGEF2
FLII,3.4033641739512333,0.000665614983207719,0.4631392019471827,0.03534586231341503,0.6482225071968567,-1.0340294291252763,FLII
D2HDH,3.395515945475761,0.0006849938376152217,0.4620711933277556,0.035771469447045054,0.6751281703610162,-0.6349044619815123,D2HGDH
TPM1,3.395515945475761,0.0006849938376152217,0.4620711933277556,0.035771469447045054,0.6860651459093376,-0.5382418791181733,TPM1
FGGY,3.394881057018692,0.0006865842156060072,0.46198479595201103,0.035771469447045054,1.0049322069459394,-0.750187104795334,FGGY
CREB5,3.386525480391244,0.0007078370295733697,0.46084774599401257,0.03611478714617265,0.7315289475253048,-1.0256763462879765,CREB5
HKDC1,3.3854517309304373,0.0007106120599741843,0.46070162720009233,0.03611478714617265,0.6362833413033584,-0.46410325819988396,HKDC1
WBP2,3.3854517309304373,0.0007106120599741843,0.46070162720009233,0.03611478714617265,0.8409859601717968,-0.35344120486063135,WBP2
RAB5C,3.3675392879096413,0.0007584221935644801,0.4582640524530019,0.03652772936911717,0.6289664167235893,-0.8820066082300673,RAB5C
PCYOX,3.3675392879096413,0.0007584221935644801,0.4582640524530019,0.03652772936911717,0.7033778380173064,-0.4828423401981799,PCYOX1
VEZA,3.3675392879096413,0.0007584221935644801,0.4582640524530019,0.03652772936911717,0.7551368872325943,-0.9785150394957041,VEZT
A8MUM1,3.3675392879096413,0.0007584221935644801,0.4582640524530019,0.03652772936911717,0.8264639902885944,-0.6860759609079474,EIPR1
GGT7,3.3764826255490967,0.0007341900887776248,0.45948108655378483,0.03652772936911717,0.9747800050090999,-0.5332702833930589,GGT7
ERN1,3.3781021408586915,0.0007298796484821982,0.4597014746726255,0.03652772936911717,1.4313612870998464,-0.32090710495647445,ERN1
TRADD,3.365208994839305,0.0007648570071722247,0.4579469397322537,0.036624713568871155,0.7523111804591873,-0.7578981405038283,TRADD
TMM65,3.3565855667130946,0.0007891129890156302,0.4567734398020992,0.03735435429145988,1.489158009293313,-0.6954460161813851,TMEM65
Q5VV89,3.3496268448888453,0.0008092049501514673,0.45582647770591145,0.03744946260924444,0.6425008174964291,-0.5630361096401655,MGST3
TENS3,3.3496268448888453,0.0008092049501514673,0.45582647770591145,0.03744946260924444,0.6896896535366001,-0.5221963032403245,TNS3
A0A1B0GTL5,3.3466986952611593,0.0008178004715812636,0.45542800701266967,0.037636995036551046,0.7194567999086764,-0.5744678019922103,RAB11FIP5
E7ETB3,3.3317144018680493,0.0008631278505285663,0.453388902958821,0.03920869747351834,0.5533206934470931,-0.7902269324032746,DNPEP
FOXA2,3.3313513921383464,0.0008642543135095729,0.45333950359163,0.03920869747351834,0.7656456236764377,-0.6699376874603156,FOXA2
GPDA,3.330741289114783,0.0008661506081185244,0.4532564790861711,0.03920869747351834,2.4015960301731685,-0.6943423759162272,GPD1
ACVR1,3.3210558207753573,0.0008967759951759625,0.451938453788867,0.040374414913248224,0.6997425049178636,-0.6151708198034748,ACVR1
PARD3,3.3138019588472534,0.0009203666971337741,0.45095132821173056,0.04068462790713776,1.0305071990941541,-0.3541102913450522,PARD3
NMI,3.3138019588472534,0.0009203666971337741,0.45095132821173056,0.04068462790713776,0.7609254355229006,-0.9954706308824872,NMI
ACTS,3.3138019588472534,0.0009203666971337741,0.45095132821173056,0.04068462790713776,0.9463550604770206,-0.5256553399361529,ACTA1
MI4GD,3.3129086829807606,0.000923311207936009,0.45082976876326114,0.04068462790713776,0.7546175247423094,-0.6520137252892108,MIF4GD
ELOV7,3.308680767474044,0.0009373665082735295,0.4502544223373136,0.040869179760725884,0.854823742224441,-0.8379706497823932,ELOVL7
MRP3,3.307092793542092,0.000942696589308707,0.4500383264563067,0.040886379821116904,0.8134313781908172,-0.5412075056145209,ABCC3
ERGI1,3.2872898426825587,0.0010115666039492578,0.44734348617812525,0.04309076633105498,1.13409472795922,-0.2808306981245326,ERGIC1
S39A1,3.2716515254078793,0.0010692127549193683,0.44521538074708544,0.043385337930460365,1.011425649707032,-0.5403359847474787,SLC39A1
A0A0C4DFN3,3.267486891823025,0.0010850689109981031,0.44464864589994374,0.043385337930460365,0.7715604455270161,-0.5577351238287763,MGLL
MYDGF,3.267486891823025,0.0010850689109981031,0.44464864589994374,0.043385337930460365,1.329072678779888,-0.7581474425676433,MYDGF
PECR,3.267486891823025,0.0010850689109981031,0.44464864589994374,0.043385337930460365,1.1315798190085935,-0.2559580098872897,PECR
WNK2,3.26261115963079,0.0011039087026757162,0.4439851427891972,0.04373120814391638,0.6068919825966723,-0.3855897612477943,WNK2
NTPCR,3.249002695985111,0.001158103805646239,0.44213326544946785,0.04441614828925548,1.0664822768927908,-0.2549312026903596,NTPCR
FAD1,3.247683940963492,0.0011634843286779865,0.44195380562176234,0.04441614828925548,0.9512727300840847,-0.48523913160952453,FLAD1
PMM2,3.247683940963492,0.0011634843286779865,0.44195380562176234,0.04441614828925548,1.4543951298976627,-0.4285195084727245,PMM2
BTBDB,3.243557551998941,0.0011804695962881423,0.44139227520824,0.04485784465894941,1.4488096104676977,-0.330093188768961,BTBD11
SVIL,3.2421521867640695,0.0011863065444204727,0.4412010292233688,0.044873805543284,0.6192819059722661,-0.6518422785890235,SVIL
TUSC3,3.2274861218395143,0.0012488309880884225,0.4392052305789416,0.045891764110131975,0.31481104566184465,-0.8768587919013319,TUSC3
A0A2R8Y4T1,3.2278809901039582,0.001247108464632242,0.43925896534358083,0.045891764110131975,0.8426721353459568,-0.5734407765037476,TNS1
GAPR1,3.2278809901039582,0.001247108464632242,0.43925896534358083,0.045891764110131975,0.7320291672487951,-0.5139858833001214,GLIPR2
K7EPT8,3.228165521093822,0.0012458686228396143,0.4392976851069794,0.045891764110131975,0.8009392978858523,-0.43895578409705,GFAP
DUS3,3.2278809901039582,0.001247108464632242,0.43925896534358083,0.045891764110131975,0.6641831384745658,-0.4325074908341786,DUSP3
M4K2,3.221572025547384,0.00127489413841216,0.4384004240119746,0.04591836105481015,1.1279037728092074,-0.32763756952427436,MAP4K2
AT8B1,3.2080780392444246,0.0013362523421593065,0.4365641250653993,0.046852714353021456,1.0086982211861093,-0.7229473547407824,ATP8B1
ANR52,3.2080780392444246,0.0013362523421593065,0.4365641250653993,0.046852714353021456,0.6121546137922509,-1.065346697274339,ANKRD52
A0A3B3IU69,3.2080780392444246,0.0013362523421593065,0.4365641250653993,0.046852714353021456,0.5851606863490747,-0.5629845607910687,EML1
HIP1,3.2063273007224775,0.001344409765406426,0.43632587972918796,0.046852714353021456,0.5447549026214998,-0.6193887981056284,HIP1
SUCHY,3.2014770556245806,0.0013672496347337454,0.43566584497267224,0.04706638849181948,0.7866286969377442,-0.7829172481401035,SUGCT
DUS23,3.2010524585056808,0.0013692660099623969,0.4356080646233633,0.04706638849181948,1.1232270057650584,-0.6431075791400375,DUSP23
RHBL4,3.1986464373761336,0.0013807438969040925,0.43528064661904414,0.04710966982105076,0.7089240873595605,-0.6000221110896767,RHBDD1
S4A4,3.188213587944343,0.0014315475084208892,0.4338609156373123,0.04717242375897333,0.6372848348403887,-0.38511074488422764,SLC4A4
SQOR,3.1884148577016815,0.0014305513201819272,0.4338883049820975,0.04717242375897333,0.39939461426830536,-1.0139383172618517,SQOR
JAK1,3.1882750883848914,0.0014312430430713586,0.43386928478721787,0.04717242375897333,0.7134242353257173,-0.3679860638149483,JAK1
PDIA1,3.1884148577016815,0.0014305513201819272,0.4338883049820975,0.04717242375897333,0.7052625060477016,-0.3715319192767157,P4HB
PAWR,3.1884148577016815,0.0014305513201819272,0.4338883049820975,0.04717242375897333,0.5365335805565332,-0.659022351831787,PAWR
THIM,3.1884148577016815,0.0014305513201819272,0.4338883049820975,0.04717242375897333,0.5800465676251684,-0.9621519369451479,ACAA2
PADI3,3.1844529735483205,0.001450278730826476,0.433349160837889,0.04748659686231829,1.1091599826799166,-0.44490972838812615,PADI3
A0A1B0GUD6,3.177444546511213,0.0014857910042988356,0.43239543471897574,0.04754533129600341,1.187999354829132,-0.48972650449401506,GRAMD1B
GFPT1,3.1705024146808856,0.001521755680036717,0.4314507302350071,0.04754533129600341,1.0719568038791216,-0.5576611813380408,GFPT1
GGT1,3.1684721375253577,0.00153242436697645,0.43117444450903636,0.04754533129600341,1.0551760708288502,-0.40863224554279404,GGT1
RGPA2,3.1684721375253577,0.00153242436697645,0.43117444450903636,0.04754533129600341,0.7746901700580964,-0.8602603457524529,RALGAPA2
MTCL1,3.1684721375253577,0.00153242436697645,0.43117444450903636,0.04754533129600341,0.49743825521970375,-0.7318441177197342,MTCL1
LRRF1,3.1525899716600896,0.001618289424118311,0.42901315548791663,0.04905077539983138,0.7848505150727322,-0.4371880393709882,LRRFIP1
SRGP2,3.1525899716600896,0.001618289424118311,0.42901315548791663,0.04905077539983138,0.5154738750067687,-0.6985003577961931,SRGAP2
NT5D3,3.1525899716600896,0.001618289424118311,0.42901315548791663,0.04905077539983138,0.5741619414434608,-0.6223157042430343,NT5DC3
SYNE1,3.1525899716600896,0.001618289424118311,0.42901315548791663,0.04905077539983138,0.7536120781669051,-0.3918612364902492,SYNE1
AF9,3.14970394174356,0.0016343599239136105,0.4286204165613664,0.04905077539983138,0.8119037985831042,-0.6506153613780442,MLLT3
ATP9B,3.148669186665824,0.001640157506730238,0.42847960423085485,0.04905077539983138,0.9660447955923255,-0.793648362581732,ATP9B
BCAP,3.1465045683048576,0.0016523468023563453,0.4281850369823978,0.04923755723280562,0.7485071603686722,-0.37734906082742753,PIK3AP1
A0A087WYL5,3.141419825257127,0.0016813083453645536,0.4274930910968365,0.04992099760931886,1.166155829107848,-0.3492783970565471,SEZ6L2
CDK18,3.1394937573805715,0.001692400204434953,0.4272309864575294,0.05007086890549697,0.8691224989723932,-0.6557818866980336,CDK18
PAI1,3.1346775286392936,0.0017204311895240546,0.4265755807408262,0.050183281598652346,0.8013931468038061,-0.41930963915071445,SERPINE1
GALT2,3.1346775286392936,0.0017204311895240546,0.4265755807408262,0.050183281598652346,0.8882601341142017,-0.5182775986489065,GALNT2
ARL8A,3.1346775286392936,0.0017204311895240546,0.4265755807408262,0.050183281598652346,0.8683136585313221,-0.6012429924745124,ARL8A
GST2,3.1304951684997055,0.0017451186995289046,0.4260064336151292,0.05054742414999107,0.6567138985633626,-0.3978580113603512,GSTT2
BCKD,3.128866235806291,0.0017548217397476457,0.42578476395267345,0.05065137035564285,0.9195574315872512,-0.49600204760993827,BCKDK
ENPP4,3.121792471528836,0.0017975360154336394,0.424822146561535,0.05117250965869985,0.9029989376967431,-0.5976822982288607,ENPP4
ABCBB,3.1199032511115306,0.001809104491353852,0.4245650562263102,0.05117250965869985,1.043345562359461,-0.20321717640972004,ABCB11
CCNT2,3.1189741903388684,0.00181481857618073,0.4244386270689181,0.05117250965869985,0.8173858754083936,-0.47146131611604086,CCNT2
SYFB,3.116765085618498,0.0018284720978965661,0.4241380059937358,0.05117250965869985,0.8004694581866211,-0.4055057612492539,FARSB
G6PD,3.116765085618498,0.0018284720978965661,0.4241380059937358,0.05117250965869985,0.7087038855722178,-0.5640701060678794,G6PD
PX11B,3.116765085618498,0.0018284720978965661,0.4241380059937358,0.05117250965869985,0.8089871055406018,-0.4999609793726608,PEX11B
DEN4C,3.116765085618498,0.0018284720978965661,0.4241380059937358,0.05117250965869985,0.9832026246692218,-0.3800757286701973,DENND4C
DOCK5,3.109063284946757,0.001876815134806056,0.42308992367449194,0.05217294153266231,1.2709642608285496,-0.20207343158145977,DOCK5
PSB8,3.0983866769659336,0.001945773693739149,0.4216370213557839,0.05267578195730428,0.45812276267458574,-0.6261567307370227,PSMB8
COPA,3.098852642597702,0.0019427161903195313,0.42170043124664536,0.05267578195730428,0.7069317878165956,-0.6080528457244107,COPA
SYNC,3.098852642597702,0.0019427161903195313,0.42170043124664536,0.05267578195730428,0.8193236848155852,-0.15213544123475492,NARS1
ABD12,3.098852642597702,0.0019427161903195313,0.42170043124664536,0.05267578195730428,0.7620456732786669,-0.501461531485286,ABHD12
J3KNN3,3.0901160502966674,0.0020007830286245996,0.420511531622853,0.05344792247289826,0.7411630245871371,-0.6428719532641539,PHKG2
CO4A2,3.089260334087224,0.002006555273910111,0.4203950833963105,0.05344792247289826,0.5243365654416762,-0.8443301103197903,COL4A2
FBX17,3.084371987919451,0.002039823722270114,0.4197298637409142,0.05392389756900713,0.6361172991239756,-1.1394431373594898,FBXO17
CERS2,3.080940199576906,0.0020634808702770717,0.4192628564995549,0.05392389756900713,0.7691721951845191,-0.1663703106407914,CERS2
RB3GP,3.080940199576906,0.0020634808702770717,0.4192628564995549,0.05392389756900713,0.7963510314523566,-0.22562270827557382,RAB3GAP1
AGFG1,3.080940199576906,0.0020634808702770717,0.4192628564995549,0.05392389756900713,0.7566535588245442,-0.5199210471995546,AGFG1
LARP6,3.074111047141715,0.0021113082837081825,0.4183335265638936,0.05483257523278765,0.7725742088941363,-0.8585728214154661,LARP6
GPC6,3.071865099127269,0.002127258391101363,0.4180278917514375,0.05506940159963654,0.7286985323097441,-0.652323033349088,GPC6
MA1B1,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.48442438924601844,-0.5762255525837608,MAN1B1
PPOX,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.8462583264720754,-0.3261950696660968,PPOX
IN35,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.9219130765553185,-0.5971073752917971,IFI35
RASA1,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.6442442096085729,-0.5482319372756073,RASA1
ITA3,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.808370658313148,-0.7360551434573527,ITGA3
RAB1A,3.06302775655611,0.0021910973544103027,0.4168252817524645,0.055170366212568225,0.860417627966866,-0.5543094712319279,RAB1A
ERIC5,3.058122013554179,0.0022272886835299236,0.41615769468780006,0.05591169531624814,1.3393129007066946,-0.22570021225632986,ERICH5
GNS,3.05535352867474,0.0022479537339090932,0.4157809516147314,0.05625996595680643,1.09140704302117,-0.374278456330075,GNS
CSCL2,3.045115313535314,0.002325911130774007,0.4143877070053741,0.05700546688559726,0.8710158874220697,-0.46120526797392153,TMEM63B
AK1BA,3.045115313535314,0.002325911130774007,0.4143877070053741,0.05700546688559726,1.0136481201128253,-0.1523492839740537,AKR1B10
METK1,3.03488489333442,0.0024062750417274317,0.4129955231527934,0.05880112815831871,0.7869894943203841,-0.7170310536404464,MAT1A
GALT1,3.027202870514518,0.002468282424264462,0.41195013225828364,0.05926739594958494,0.7037199991183338,-0.36815646851956535,GALNT1
TSN15,3.027202870514518,0.002468282424264462,0.41195013225828364,0.05926739594958494,0.6305029835601346,-0.8039718071965322,TSPAN15
A0A0C4DH47,3.0261376633440125,0.0024769949973648658,0.411805175922834,0.059304701035174996,0.5819093042517001,-0.9263034484897585,TBXAS1
