Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
TFEB,2.4085986838107423,2.4800309204157824,3.921922079644929,0.00036440043691729197,0.05869309199482707,0.1221037585631306
LAT2,2.597453441001533,1.576605321756459,3.914462680211684,0.0003724505840769033,0.05918984682150147,0.12187301976145903
ALYREF,1.7563282928699229,5.891293877478931,3.9042551519761886,0.00038374720662960127,0.06018267047129233,0.02700737670364539
TBC1D16,2.0497640028803543,5.771231245021656,3.8961912080568615,0.0003929063341172457,0.06081883891355132,0.006302459969901086
LTB4R2,2.385257597213072,1.1218848632780312,3.8612478181058743,0.0004351099831136571,0.06482594860914599,-0.021857630142126716
KIAA1958,1.5339735917368067,3.6223408887078676,3.8664691062341783,0.0004285351498565146,0.06482594860914599,-0.0366315460623623
FRS3,1.8040048364693027,1.8903446186860582,3.8471002253837354,0.0004534211469312916,0.06672008210214894,-0.051758960664953335
FOXP4,2.2973721307045842,5.071678024740129,3.8319090734854773,0.00047391542360386,0.06819019989824067,-0.16582144156924272
MROH6,2.9926410138981243,3.240299168067821,3.831228616629311,0.0004748541481293712,0.06819019989824067,-0.1461521882872301
SYNE3,3.5110517405283574,2.122409687776754,3.81735158756247,0.0004943964204242571,0.069326011000432,-0.16368321547348952
AMOT,4.329941424615283,1.2360781805413306,3.8109043742847377,0.0005037389229943013,0.06981470026940788,-0.16887586407169497
DOC2A,3.4233467918557214,-0.1366045093429425,3.79811285110133,0.0005227841542298508,0.07145263174062316,-0.23414479968397206
RPGR,1.6316187062127825,3.1557504458864383,3.7868746399301294,0.0005400911343494788,0.07232973292484762,-0.23592292083792898
LRIG1,3.087637127288236,3.0619114819538207,3.776160068026713,0.000557107903282038,0.07296889120020451,-0.28885705891308344
INTS2,1.360674612125174,4.941430622122217,3.776592575467582,0.0005564110505340182,0.07296889120020451,-0.3075959128817187
CLDN3,4.63958298811431,1.4305961615275409,3.766021481811917,0.0005736874101080274,0.07432369827258238,-0.2938409109765514
FAM227A,2.4416980569979483,1.1833116897567946,3.7589730364701643,0.0005854941640983556,0.07503768754718601,-0.29535076897066403
LHX4,2.4544405249622563,0.8937059428389796,3.734542621518384,0.0006282656326263043,0.0780031049507596,-0.3702877950265586
NES,4.342733452122175,2.2419368035863294,3.734910651490487,0.0006275994231064759,0.0780031049507596,-0.3890081839867152
FZD7,3.060349277792731,3.9811455191027036,3.723173820612658,0.0006491858395026199,0.07976954660857451,-0.4458306713693325
PLCH1,3.403994607573738,1.028834965501285,3.7191926338757333,0.0006566698587588426,0.07986579639333312,-0.37909832714018155
LEMD1,4.304355469394784,-0.49427914039758114,3.691149883020963,0.0007118002529612803,0.08350097920729613,-0.4623043776502831
TAF8,1.4935729414384618,4.75573277356657,3.6897913013198513,0.0007145817500750235,0.08350097920729613,-0.535880665672094
OTUD3,1.4320604121705571,3.7537065107329632,3.6747062580969057,0.0007461804733589412,0.08634684526179826,-0.5451085668403994
RTEL1,1.4520655510459446,3.522733885573796,3.6662077259396035,0.0007645723997645596,0.08762440800763255,-0.5615795079522847
SFMBT2,4.847750999348089,0.6115993423588557,3.656943024866279,0.0007851210621875194,0.08780602566985089,-0.5541127193308579
FOXK2,1.145245833835653,6.499046743530662,3.6555494098381796,0.0007882578023889627,0.08780602566985089,-0.63599628421498
KREMEN1,3.0924671272054614,3.299118946876446,3.6292524696897366,0.0008497647513276828,0.0932772936209963,-0.6799678557108448
SHF,3.0240894321377176,0.5264161440954506,3.6279096635307404,0.0008530266804839832,0.0932772936209963,-0.6075462727073964
VAV1,4.16673377406594,0.5069254098735045,3.6153320839986636,0.0008841720665790862,0.095804062377783,-0.649285900848855
AGAP4,1.5620813734108787,2.520683581755105,3.6030539754454534,0.0009156318055742359,0.0965788981472506,-0.6732375045189825
SLC16A5,3.058098466400494,3.855610881210773,3.5950346419827848,0.0009367589706903947,0.09709073498140058,-0.7797999444715167
POLR2J2,2.911229737133506,-0.8808319207298188,3.5770806096933208,0.000985775847057894,0.09983247949371485,-0.9207838963356165
CBX2,2.0764086447827106,3.269660234904242,3.576159014921149,0.0009883574612180848,0.09983247949371485,-0.795061342115094
C21orf58,1.630169407551056,2.1779377483969427,3.5633455882615452,0.0010249325078438907,0.09985744319168413,-0.7646543506933714
RBM14-RBM4,1.7313535195402632,1.5296697903350043,3.5663214339914004,0.001016323742799228,0.09985744319168413,-0.7570234383252608
FAM207A,1.3486005695259902,3.387695777808864,3.5642344613004533,0.0010223537795402441,0.09985744319168413,-0.8081071506980484
TOR2A,1.2885984247886744,3.1436456484348794,3.5614356623208714,0.0010304946314772336,0.09985744319168413,-0.8029638544039219
ZBTB20,2.5693628033669866,1.3732321728863481,3.558310331175052,0.0010396590054374871,0.09993302972426943,-0.775927513952082
